chrom	start	end	nSites	recombRate
b'chr19'	6360000	6678000	519	1.3717105569567579e-09
b'chr19'	6678000	6996000	933	1.874101775663301e-09
b'chr19'	6996000	7314000	498	1.3808781892830862e-09
b'chr19'	7314000	7632000	707	2.7117930152884963e-09
b'chr19'	7632000	7950000	696	8.315749650785656e-09
b'chr19'	7950000	8268000	676	1.2837634623509692e-08
b'chr19'	8268000	8586000	644	6.722040747979917e-09
b'chr19'	8586000	8904000	552	1.0127448194029558e-09
b'chr19'	8904000	9222000	578	2.7622661394054904e-10
b'chr19'	9222000	9540000	731	1.6515080615428323e-09
b'chr19'	9540000	9858000	737	3.2214612167830224e-09
b'chr19'	9858000	10000000	354	2.738220197874975e-09
b'chr20'	0	711000	1485	5.811120212278381e-09
b'chr20'	711000	1422000	1516	3.56725139335039e-09
b'chr20'	1422000	2133000	1323	1.0018287321352807e-08
b'chr20'	2133000	2844000	1336	1.0437192703076099e-08
b'chr20'	2844000	3555000	1517	8.589896938360583e-09
b'chr20'	3555000	4266000	1539	8.087837902742058e-09
b'chr20'	4266000	4977000	1657	9.370777108647598e-09
b'chr20'	4977000	5688000	1234	1.4166623874184793e-08
b'chr20'	5688000	6399000	1404	8.96529176845449e-09
b'chr20'	6399000	7110000	1526	1.3032651708423698e-08
b'chr20'	7110000	7821000	1756	5.960807499866006e-09
b'chr20'	7821000	8532000	1342	1.1786795854124687e-09
b'chr20'	8532000	9243000	1518	4.587959991899296e-09
b'chr20'	9243000	9954000	1555	1.2247940488649865e-09
b'chr20'	9954000	10000000	74	7.756763048349708e-10
