chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'chr2'	2334000	3112000	1670	1.2482830841591725e-08	8.71497852255519e-09	1.8239822835824133e-08
b'chr2'	3112000	3890000	1316	1.2676097756263952e-08	8.908245437227417e-09	1.843308975049636e-08
b'chr2'	3890000	4668000	1749	8.794057883970573e-09	5.965642959476646e-09	1.330604129308731e-08
b'chr2'	4668000	5446000	1504	9.918069293347806e-09	6.902343268889929e-09	1.495860827954852e-08
b'chr2'	5446000	6224000	1236	6.660942097251825e-10	1.5134596569587646e-10	3.5569089972735614e-09
b'chr2'	6224000	7002000	1305	1.1651251379741815e-09	0	3.3654774383374878e-09
b'chr2'	7002000	7780000	1215	6.21639109455335e-10	1.0689086542602889e-10	3.512453897003714e-09
b'chr2'	7780000	8558000	1214	8.032663022854732e-10	0	2.9480921303397815e-09
b'chr2'	8558000	9336000	1229	2.6385774431348496e-10	0	3.1546725318618637e-09
b'chr2'	9336000	10000000	1038	4.931277176001486e-10	0	3.3839425051485274e-09
b'chr3'	0	561000	1277	5.442225443970926e-09	3.127401422616515e-09	8.6762616161659e-09
b'chr3'	561000	1122000	1087	2.3020918072180992e-09	5.992553131850772e-10	4.426695278150229e-09
b'chr3'	1122000	1683000	1309	2.8264501416197546e-09	1.0061443244291396e-09	5.1961274404499524e-09
b'chr3'	1683000	2244000	1442	2.798548314483664e-09	9.78242497293049e-10	5.168225613313862e-09
b'chr3'	2244000	2805000	1489	1.4220423681799491e-09	0	3.6223946685432554e-09
b'chr3'	2805000	3366000	1537	1.604305329997225e-09	1.0684539616701077e-10	3.804657630360531e-09
b'chr3'	3366000	3927000	1462	6.788357951891619e-10	0	2.8236616232434702e-09
b'chr3'	3927000	4488000	1451	4.467493703861195e-10	0	3.3375641579344983e-09
b'chr3'	4488000	5049000	1530	1.3917205717250722e-09	0	3.5920728720883785e-09
b'chr3'	5049000	5610000	1480	1.6367407985220436e-09	0	3.740475851349502e-09
b'chr3'	5610000	6171000	1431	3.363466136001771e-10	0	3.227161401148556e-09
b'chr3'	6171000	6732000	1741	6.179540503387217e-10	1.0320580630941567e-10	3.5087688378871006e-09
b'chr3'	6732000	7293000	1677	6.981086233238867e-10	0	2.842934451378195e-09
b'chr3'	7293000	7854000	1181	1.4146303389963716e-09	0	3.614982639359678e-09
b'chr3'	7854000	8415000	975	6.396226682288298e-10	0	2.784448496283138e-09
b'chr3'	8415000	8976000	1214	1.086890121413436e-09	0	3.2317159494677445e-09
b'chr3'	8976000	9537000	1118	2.6290852673570255e-09	8.087794501664105e-10	4.998762566187223e-09
b'chr3'	9537000	10000000	1063	3.1495354002588716e-09	1.2213529421147927e-09	5.589445452035778e-09
b'chr4'	0	729000	1465	2.78712835663998e-09	9.668225394493652e-10	5.156805655470178e-09
b'chr4'	729000	1458000	1750	2.934063491820801e-09	1.113757674630186e-09	5.303740790650999e-09
b'chr4'	1458000	2187000	1261	7.2104997660461626e-09	4.624269158597493e-09	1.089106148810982e-08
b'chr4'	2187000	2916000	1274	1.1612087169826724e-08	7.795077350497637e-09	1.692007624032884e-08
b'chr4'	2916000	3645000	1466	1.3061992228323403e-08	9.116931350348875e-09	1.8324628777087422e-08
b'chr4'	3645000	4374000	1070	2.7572908645003462e-09	9.369850473097313e-10	5.126968163330544e-09
b'chr4'	4374000	5103000	1192	3.381254835755311e-09	1.453072377611232e-09	5.821164887532217e-09
b'chr4'	5103000	5832000	1418	8.20827694138651e-09	5.2975884067456835e-09	1.2295866963403705e-08
b'chr4'	5832000	6561000	1351	7.99998800415015e-10	0	2.9448246284693233e-09
b'chr4'	6561000	7290000	1186	1.6742728306958157e-09	0	3.7780078835232744e-09
b'chr4'	7290000	8019000	1148	0	0	1.0427508567723007e-08
b'chr4'	8019000	8748000	1592	1.467930202049051e-09	0	3.6682825024123573e-09
b'chr4'	8748000	9477000	1422	8.220898346473773e-09	5.310209811832947e-09	1.2308488368490969e-08
b'chr4'	9477000	10000000	1248	2.312870682747059e-09	6.100341887140372e-10	4.4374741536791886e-09
b'chr5'	0	751000	1583	1.382611925180729e-09	0	3.5829642255440353e-09
b'chr5'	751000	1502000	1751	3.5778328857928297e-10	0	3.2485980761276618e-09
b'chr5'	1502000	2253000	1687	6.070432329290111e-10	9.229498889970503e-11	3.49785802047739e-09
b'chr5'	2253000	3004000	1744	1.9095686672894223e-09	1.6762612152621363e-10	4.013303720116881e-09
b'chr5'	3004000	3755000	1437	1.9572105520438565e-09	2.1526800628064777e-10	4.060945604871315e-09
b'chr5'	3755000	4506000	1654	4.6130376601488e-09	2.3198465564738146e-09	7.314453195859592e-09
b'chr5'	4506000	5257000	1674	1.2289167089330013e-09	0	3.4292690092963076e-09
b'chr5'	5257000	6008000	1649	2.5768937161026854e-09	7.565878989120705e-10	4.946571014932883e-09
b'chr5'	6008000	6759000	1690	1.0835124092661137e-09	0	3.228338237320422e-09
b'chr5'	6759000	7510000	1741	3.9764753832919125e-09	1.969984631964607e-09	6.915961371243596e-09
b'chr5'	7510000	8261000	1375	6.036983463910523e-09	3.648766195520742e-09	9.417576047556614e-09
b'chr5'	8261000	9012000	1400	6.998735400111621e-10	0	2.8446993680654704e-09
b'chr5'	9012000	9763000	1238	1.430669814923893e-09	0	3.6310221152871993e-09
b'chr5'	9763000	10000000	294	3.9596726886972544e-10	0	3.2867820564181042e-09
b'chr6'	0	725000	1683	1.0043218495629875e-08	7.0274924711719984e-09	1.508375748183059e-08
b'chr6'	725000	1450000	1663	3.4873047380341815e-09	1.470172632242607e-09	6.009407309268266e-09
b'chr6'	1450000	2175000	1553	3.921984938797597e-09	1.9154941874702913e-09	6.86147092674928e-09
b'chr6'	2175000	2900000	1559	7.383368465953694e-09	4.797137858505025e-09	1.1063930188017352e-08
b'chr6'	2900000	3625000	1489	2.0402652820097232e-08	1.4501443676531056e-08	2.8759147427494968e-08
b'chr6'	3625000	4350000	1411	9.587430822957993e-09	6.656658842299828e-09	1.4370490438001317e-08
b'chr6'	4350000	5075000	1746	4.837050059152175e-09	2.7425950497251098e-09	7.67375597376278e-09
b'chr6'	5075000	5800000	1664	7.761147094773762e-09	5.015671203698773e-09	1.148681045037641e-08
b'chr6'	5800000	6525000	1513	6.3740513079585184e-09	3.989705831344816e-09	9.731472582288883e-09
b'chr6'	6525000	7250000	1441	8.797094099485354e-09	5.968679174991427e-09	1.3309077508602091e-08
b'chr6'	7250000	7975000	1707	1.6600488047978375e-08	1.1877188429886006e-08	2.4280556495846766e-08
b'chr6'	7975000	8700000	1505	9.457495631838836e-10	0	3.090575391238192e-09
b'chr6'	8700000	9425000	1420	0	0	1.0427508567723007e-08
b'chr6'	9425000	10000000	1198	2.7873457943294423e-10	0	3.169549366981323e-09
b'chr7'	0	666000	1638	5.2645183576832405e-09	2.9496943363288292e-09	8.498554529878215e-09
b'chr7'	666000	1332000	1412	6.324481519487647e-09	3.9401360428739445e-09	9.681902793818012e-09
b'chr7'	1332000	1998000	1383	1.259831258465802e-08	8.830460265621485e-09	1.8355304578890426e-08
b'chr7'	1998000	2664000	1458	3.195042931059917e-09	1.2668604729158383e-09	5.634952982836823e-09
b'chr7'	2664000	3330000	1425	6.187451338907962e-09	3.80310586229426e-09	9.544872613238327e-09
b'chr7'	3330000	3996000	1763	4.7979021270035125e-09	2.703447117576447e-09	7.634608041614118e-09
b'chr7'	3996000	4662000	1379	4.233799304941892e-09	2.2273085536145863e-09	7.1732852928935754e-09
b'chr7'	4662000	5328000	1469	9.721198813073552e-09	6.705472788615675e-09	1.4761737799274266e-08
b'chr7'	5328000	5994000	1490	3.1871465975610967e-09	1.2589641394170178e-09	5.627056649338003e-09
b'chr7'	5994000	6660000	1355	9.061730309877695e-09	6.0339956690962626e-09	1.327774293777775e-08
b'chr7'	6660000	7326000	1346	1.1306243545983333e-08	7.616842539060057e-09	1.6713805721802058e-08
b'chr7'	7326000	7992000	1225	8.870029622942899e-09	5.842294982161466e-09	1.3086042250842953e-08
b'chr7'	7992000	8658000	1268	1.694264354016302e-09	0	3.797999406843761e-09
b'chr7'	8658000	9324000	1543	5.197418926161027e-09	2.8825949048066154e-09	8.431455098356e-09
b'chr7'	9324000	9990000	1428	3.280300669888832e-09	1.3521182117447532e-09	5.720210721665738e-09
b'chr8'	0	679000	1185	1.257751442778901e-09	0	3.4581037431422073e-09
b'chr8'	679000	1358000	1346	1.267129895244803e-08	8.903446633411495e-09	1.8428290946680435e-08
b'chr8'	1358000	2037000	1494	3.565172179283412e-09	1.5480400734918376e-09	6.087274750517497e-09
b'chr8'	2037000	2716000	1182	1.4215114505919718e-10	7.999641924858242e-11	1.0569659712782204e-08
b'chr8'	2716000	3395000	1022	5.137246213146821e-10	0	3.404539408863061e-09
b'chr8'	3395000	4074000	1254	1.9059705345883682e-09	1.6402798882515955e-10	4.009705587415827e-09
b'chr8'	4074000	4753000	1450	2.7931557722043452e-09	9.728499550137303e-10	5.162833071034543e-09
b'chr8'	4753000	5432000	1747	4.4567191288601815e-09	2.1635280251851963e-09	7.158134664570974e-09
b'chr8'	5432000	6111000	1493	4.4485014780752864e-09	2.1553103744003013e-09	7.149917013786079e-09
b'chr8'	6111000	6790000	1332	6.444315792361429e-09	4.0599703157477264e-09	9.801737066691794e-09
b'chr8'	6790000	7469000	1687	3.3905339059163426e-09	1.3734018001247682e-09	5.912636477150427e-09
b'chr8'	7469000	8148000	1502	1.1029171792815924e-09	1.255471229935036e-11	3.247743007335901e-09
b'chr8'	8148000	8827000	1269	3.661477334175057e-09	1.6443452283834828e-09	6.183579905409142e-09
b'chr8'	8827000	9506000	1303	6.156241651208478e-09	3.771896174594775e-09	9.513662925538843e-09
b'chr8'	9506000	10000000	1047	2.8116385013119613e-09	9.913326841213464e-10	5.181315800142159e-09
b'chr9'	0	472000	850	6.058084851286767e-09	3.6698675828969865e-09	9.438677434932859e-09
b'chr9'	472000	944000	890	5.507514943340666e-09	3.192690921986255e-09	8.74155111553564e-09
b'chr9'	944000	1416000	841	3.2964006838557606e-09	1.3682182257116817e-09	5.736310735632667e-09
b'chr9'	1416000	1888000	906	3.5885476237809017e-09	1.5714155179893272e-09	6.110650195014986e-09
b'chr9'	1888000	2360000	1074	1.4280806495462574e-09	0	3.6284329499095637e-09
b'chr9'	2360000	2832000	1153	9.467414556756746e-10	0	3.091567283729983e-09
b'chr9'	2832000	3304000	1761	2.9461602338998854e-09	1.1258544167092704e-09	5.315837532730083e-09
b'chr9'	3304000	3776000	1181	6.110232209555434e-10	9.627497692623735e-11	3.5018380085039223e-09
b'chr9'	3776000	4248000	713	4.208416791599505e-09	2.2019260402721997e-09	7.147902779551189e-09
b'chr9'	4248000	4720000	986	0	0	1.0427508567723007e-08
b'chr9'	4720000	5192000	1079	0	0	1.0427508567723007e-08
b'chr9'	5192000	5664000	1127	1.186241845737353e-11	0	1.043937098618038e-08
b'chr9'	5664000	6136000	1110	1.0025420054330153e-09	0	3.1473678334873237e-09
b'chr9'	6136000	6608000	1289	0	0	1.0427508567723007e-08
b'chr9'	6608000	7080000	1389	0	0	1.0427508567723007e-08
b'chr9'	7080000	7552000	1224	1.888355517378892e-09	1.464129716156832e-10	3.992090570206351e-09
b'chr9'	7552000	8024000	730	5.820736200605172e-10	6.732537603121111e-11	3.472888407608896e-09
b'chr9'	8024000	8496000	725	7.109116425293644e-10	0	2.8557374705836727e-09
b'chr9'	8496000	8968000	720	1.5653591913132478e-09	6.789925748303369e-11	3.765711491676554e-09
b'chr9'	8968000	9440000	731	3.752011690963393e-10	0	3.266015956644718e-09
b'chr9'	9440000	9912000	689	5.205793900842511e-10	5.831146054945004e-12	3.41139417763263e-09
b'chr9'	9912000	10000000	132	7.89604884726377e-10	0	2.9344307127806853e-09
b'chr10'	0	524000	1054	2.093316288656211e-09	3.9047979462318893e-10	4.21791975958834e-09
b'chr10'	524000	1048000	1374	8.65506254549635e-09	5.8266476210024235e-09	1.3167045954613087e-08
b'chr10'	1048000	1572000	987	3.417167538739766e-09	1.4000354329481914e-09	5.9392701099738505e-09
b'chr10'	1572000	2096000	947	3.414812764232649e-09	1.3976806584410744e-09	5.9369153354667336e-09
b'chr10'	2096000	2620000	1172	3.539041972850902e-10	0	3.244718984833469e-09
b'chr10'	2620000	3144000	929	4.133430340122996e-09	2.12693958879569e-09	7.072916328074679e-09
b'chr10'	3144000	3668000	1160	2.0505329696283988e-09	3.4769647559537675e-10	4.175136440560528e-09
b'chr10'	3668000	4192000	1748	1.2210281367212836e-09	0	3.42138043708459e-09
b'chr10'	4192000	4716000	1374	0	0	1.0427508567723007e-08
b'chr10'	4716000	5240000	1300	1.6581914438179365e-09	0	3.761926496645395e-09
b'chr10'	5240000	5764000	1292	7.292791140944226e-09	4.7065605334955565e-09	1.0973352863007884e-08
b'chr10'	5764000	6288000	772	2.401378848614808e-09	6.985423545817862e-10	4.5259823195469376e-09
b'chr10'	6288000	6812000	1168	3.712335991291688e-10	0	3.2620483866775476e-09
b'chr10'	6812000	7336000	913	1.5231687890700066e-10	9.01621530963859e-11	1.0579825446630008e-08
b'chr10'	7336000	7860000	986	1.338080764297269e-09	0	3.538433064660575e-09
b'chr10'	7860000	8384000	1073	2.185899130253151e-09	4.830626362201289e-10	4.31050260118528e-09
b'chr10'	8384000	8908000	1161	1.5995161133175624e-09	0	3.703251166145021e-09
b'chr10'	8908000	9432000	1073	1.8664970853682433e-10	1.2449498272620957e-10	1.0614158276259831e-08
b'chr10'	9432000	9956000	1153	3.0770185903386055e-09	1.1488361321945266e-09	5.5169286421155116e-09
b'chr10'	9956000	10000000	115	2.8248885706545867e-09	1.0045827534639717e-09	5.1945658694847845e-09
b'chr11'	0	659000	1717	1.7603470569279947e-09	1.8404511164785993e-11	3.864082109755453e-09
b'chr11'	659000	1318000	1401	5.498434237429894e-09	3.1836102160754826e-09	8.732470409624868e-09
b'chr11'	1318000	1977000	1459	1.3675705507746828e-09	0	3.567922851137989e-09
b'chr11'	1977000	2636000	1595	6.138892070017928e-09	3.754546593404225e-09	9.496313344348293e-09
b'chr11'	2636000	3295000	1438	4.168477208166315e-09	2.1619864568390098e-09	7.107963196117999e-09
b'chr11'	3295000	3954000	1758	6.807177044205185e-09	4.378493167973e-09	1.050716709188381e-08
b'chr11'	3954000	4613000	1460	8.189055337746664e-09	5.278366803105838e-09	1.227664535976386e-08
b'chr11'	4613000	5272000	1158	5.782393067578298e-09	3.3941757991885175e-09	9.16298565122439e-09
b'chr11'	5272000	5931000	1313	3.928395761944859e-09	1.921905010617553e-09	6.867881749896542e-09
b'chr11'	5931000	6590000	1316	8.574945883244608e-09	5.746530958750681e-09	1.3086929292361345e-08
b'chr11'	6590000	7249000	1600	3.599958268080061e-09	1.5828261622884864e-09	6.1220608393141455e-09
b'chr11'	7249000	7908000	1475	3.863129546436427e-09	1.8566387951091213e-09	6.80261553438811e-09
b'chr11'	7908000	8567000	1411	1.8161097114453005e-08	1.23793906231051e-08	2.6928786799837996e-08
b'chr11'	8567000	9226000	1114	2.1122864265939105e-09	4.094499325608885e-10	4.23688989752604e-09
b'chr11'	9226000	9885000	1235	0	0	1.0427508567723007e-08
b'chr11'	9885000	10000000	165	7.074283768774402e-10	0	2.8522542049317485e-09
b'chr12'	0	695000	1361	6.602661396659866e-10	0	2.805091967720295e-09
b'chr12'	695000	1390000	1357	2.737834869989982e-09	9.175290527993669e-10	5.10751216882018e-09
b'chr12'	1390000	2085000	1400	4.073277260558166e-09	2.06678650923086e-09	7.012763248509849e-09
b'chr12'	2085000	2780000	1494	2.163369666049911e-09	4.6053317201688917e-10	4.287973136982041e-09
b'chr12'	2780000	3475000	1750	2.5894344038040737e-09	7.691285866134588e-10	4.959111702634272e-09
b'chr12'	3475000	4170000	1518	6.856374290895103e-09	4.427690414662918e-09	1.0556364338573727e-08
b'chr12'	4170000	4865000	1459	6.4763388629493305e-09	4.091993386335628e-09	9.833760137279695e-09
b'chr12'	4865000	5560000	1717	6.141296516762509e-09	3.756951040148806e-09	9.498717791092873e-09
b'chr12'	5560000	6255000	1419	8.781852087905747e-09	5.754117447124315e-09	1.2997864715805802e-08
b'chr12'	6255000	6950000	1523	5.200219198547869e-09	2.885395177193458e-09	8.434255370742843e-09
b'chr12'	6950000	7645000	1678	9.435030189399083e-09	6.504258208740918e-09	1.4218089804442407e-08
b'chr12'	7645000	8340000	1595	6.204038761704971e-09	3.819693285091268e-09	9.561460036035336e-09
b'chr12'	8340000	9035000	1519	7.947514769549803e-09	5.036826234908976e-09	1.2035104791566998e-08
b'chr12'	9035000	9730000	1397	6.018115774962585e-09	3.629898506572804e-09	9.398708358608676e-09
b'chr12'	9730000	10000000	606	7.472577500337659e-10	0	2.892083578088074e-09
b'chr13'	0	726000	1751	4.760166749107636e-09	2.6657117396805708e-09	7.596872663718241e-09
b'chr13'	726000	1452000	1580	6.897020151454686e-09	4.468336275222501e-09	1.059701019913331e-08
b'chr13'	1452000	2178000	1592	1.788278639551313e-08	1.1998530712804347e-08	2.6162146393100348e-08
b'chr13'	2178000	2904000	1273	2.284442640345368e-09	5.816061463123459e-10	4.409046111277497e-09
b'chr13'	2904000	3630000	1355	7.360553386385057e-09	4.774322778936387e-09	1.1041115108448715e-08
b'chr13'	3630000	4356000	1352	2.5860225419934965e-09	7.657167248028815e-10	4.955699840823694e-09
b'chr13'	4356000	5082000	1594	2.9579247442544716e-09	1.0297422861103927e-09	5.397834796031378e-09
b'chr13'	5082000	5808000	1525	4.509331341875517e-09	2.216140238200532e-09	7.210746877586309e-09
b'chr13'	5808000	6534000	1585	4.159196261048279e-09	2.1527055097209735e-09	7.098682248999963e-09
b'chr13'	6534000	7260000	1539	1.1320452910411916e-08	7.63105190348864e-09	1.672801508623064e-08
b'chr13'	7260000	7986000	1538	9.037803813995874e-09	6.010069173214442e-09	1.3253816441895929e-08
b'chr13'	7986000	8712000	1573	6.850795477725304e-09	4.422111601493119e-09	1.0550785525403928e-08
b'chr13'	8712000	9438000	1352	1.0308109990080987e-08	6.898664020088056e-09	1.561497404938779e-08
b'chr13'	9438000	10000000	1091	4.62110629422131e-09	2.327915190546325e-09	7.322521829932102e-09
b'chr14'	0	712000	1601	2.9135193162220845e-09	9.853368580780056e-10	5.353429367998991e-09
b'chr14'	712000	1424000	1273	0	0	1.0427508567723007e-08
b'chr14'	1424000	2136000	1314	0	0	1.0427508567723007e-08
b'chr14'	2136000	2848000	1350	0	0	1.0427508567723007e-08
b'chr14'	2848000	3560000	1352	0	0	1.0427508567723007e-08
b'chr14'	3560000	4272000	1315	0	0	1.0427508567723007e-08
b'chr14'	4272000	4984000	1301	0	0	1.0427508567723007e-08
b'chr14'	4984000	5696000	1746	0	0	1.0427508567723007e-08
b'chr14'	5696000	6408000	1622	6.328696918936983e-10	1.1812144786439218e-10	3.523684479442077e-09
b'chr14'	6408000	7120000	1512	2.57464139058533e-09	7.543355733947149e-10	4.944318689415528e-09
b'chr14'	7120000	7832000	1347	2.672840299530164e-09	8.525344823395491e-10	5.042517598360362e-09
b'chr14'	7832000	8544000	1582	6.478844206426251e-09	4.094498729812548e-09	9.836265480756616e-09
b'chr14'	8544000	9256000	1551	7.150282292089163e-10	0	2.8598540572632247e-09
b'chr14'	9256000	9968000	1377	2.1725248803168744e-09	4.696883862838523e-10	4.297128351249004e-09
b'chr14'	9968000	10000000	60	1.0016975773961838e-09	0	3.1465234054504923e-09
b'chr15'	0	693000	1691	1.1741096039248734e-09	0	3.3744619042881797e-09
b'chr15'	693000	1386000	1326	4.939766037191086e-09	2.84531102776402e-09	7.77647195180169e-09
b'chr15'	1386000	2079000	1682	6.258851900561244e-10	0	2.7707110181104327e-09
b'chr15'	2079000	2772000	1308	1.9071021302480193e-09	1.651595844848106e-10	4.010837183075478e-09
b'chr15'	2772000	3465000	1288	2.9362149206058136e-09	1.1159091034151986e-09	5.3058922194360114e-09
b'chr15'	3465000	4158000	1753	3.883709375319336e-09	1.8772186239920306e-09	6.82319536327102e-09
b'chr15'	4158000	4851000	1527	1.57568120062356e-09	0	3.6794162534510188e-09
b'chr15'	4851000	5544000	1652	4.232216002372834e-09	2.2257252510455286e-09	7.171701990324518e-09
b'chr15'	5544000	6237000	1286	4.1112351032490155e-10	0	3.3019382978732803e-09
b'chr15'	6237000	6930000	1620	4.18216501410156e-09	2.1756742627742547e-09	7.121651002053244e-09
b'chr15'	6930000	7623000	1614	5.991687040118684e-09	3.6034697717289036e-09	9.372279623764776e-09
b'chr15'	7623000	8316000	1394	5.351365608110901e-09	3.0365415867564894e-09	8.585401780305875e-09
b'chr15'	8316000	9009000	1302	7.581265295839755e-09	4.8357894047647664e-09	1.1306928651442404e-08
b'chr15'	9009000	9702000	1407	1.7208902255526225e-09	0	3.824625278380081e-09
b'chr15'	9702000	10000000	463	3.054593127382549e-09	1.1264106692384702e-09	5.494503179159455e-09
b'chr16'	0	650000	1458	1.043889931970097e-08	7.029453349708039e-09	1.5745763379007772e-08
b'chr16'	650000	1300000	1305	3.2234166444518823e-09	1.2952341863078034e-09	5.663326696228788e-09
b'chr16'	1300000	1950000	1273	4.508260284255273e-09	2.215069180580288e-09	7.209675819966065e-09
b'chr16'	1950000	2600000	1256	4.338430904377362e-09	2.0452398007023766e-09	7.039846440088154e-09
b'chr16'	2600000	3250000	1329	5.306893433009426e-09	2.9920694116550143e-09	8.5409296052044e-09
b'chr16'	3250000	3900000	1749	3.769076714059316e-09	1.7519446082677416e-09	6.291179285293401e-09
b'chr16'	3900000	4550000	1465	2.2667236218887083e-09	5.638871278556863e-10	4.391327092820838e-09
b'chr16'	4550000	5200000	1546	2.9729428347992095e-09	1.0447603766551306e-09	5.412852886576116e-09
b'chr16'	5200000	5850000	1328	6.561339827467977e-09	4.132655951235792e-09	1.0261329875146602e-08
b'chr16'	5850000	6500000	1373	4.588167391755227e-09	2.2949762880802417e-09	7.289582927466019e-09
b'chr16'	6500000	7150000	1365	3.439870855774117e-09	1.4227387499825428e-09	5.961973427008202e-09
b'chr16'	7150000	7800000	1113	4.1050954331665445e-09	2.098604681839239e-09	7.044581421118228e-09
b'chr16'	7800000	8450000	1431	3.364945267036597e-09	1.4367628088925183e-09	5.804855318813503e-09
b'chr16'	8450000	9100000	1372	5.722393661498115e-09	3.3341763931083346e-09	9.102986245144207e-09
b'chr16'	9100000	9750000	1351	7.687925559984524e-09	4.942449668909536e-09	1.1413588915587173e-08
b'chr16'	9750000	10000000	607	3.292911209174152e-09	1.3647287510300732e-09	5.732821260951058e-09
b'chr17'	0	697000	1429	6.651558581013276e-09	4.2228747047810905e-09	1.03515486286919e-08
b'chr17'	697000	1394000	1440	3.9673097952068193e-10	0	3.2875457670690607e-09
b'chr17'	1394000	2091000	1543	6.496983886643909e-09	4.112638410030207e-09	9.854405160974274e-09
b'chr17'	2091000	2788000	1312	0	0	1.0427508567723007e-08
b'chr17'	2788000	3485000	1415	7.039341653816177e-09	4.4531110463675075e-09	1.0719903375879835e-08
b'chr17'	3485000	4182000	1726	5.522874530517947e-09	3.2080505091635354e-09	8.75691070271292e-09
b'chr17'	4182000	4879000	1454	8.52446957644008e-09	5.696054651946153e-09	1.3036452985556817e-08
b'chr17'	4879000	5576000	1570	4.836915447400467e-10	0	3.3745063322884255e-09
b'chr17'	5576000	6273000	1750	3.0746964132373215e-09	1.1465139550932426e-09	5.514606465014228e-09
b'chr17'	6273000	6970000	1375	9.645536474984992e-09	6.714764494326827e-09	1.4428596090028316e-08
b'chr17'	6970000	7667000	1256	4.193806944756398e-09	2.187316193429092e-09	7.133292932708081e-09
b'chr17'	7667000	8364000	1497	2.9895287053387996e-09	1.0613462471947207e-09	5.429438757115706e-09
b'chr17'	8364000	9061000	1590	3.925854716547265e-09	1.9193639652199594e-09	6.8653407044989485e-09
b'chr17'	9061000	9758000	1724	5.5494848794800615e-09	3.2346608581256503e-09	8.783521051675036e-09
b'chr17'	9758000	10000000	527	1.3887154013587067e-09	0	3.589067701722013e-09
b'chr18'	0	786000	1517	0	0	1.0427508567723007e-08
b'chr18'	786000	1572000	1393	0	0	1.0427508567723007e-08
b'chr18'	1572000	2358000	1389	0	0	1.0427508567723007e-08
b'chr18'	2358000	3144000	1435	0	0	1.0427508567723007e-08
b'chr18'	3144000	3930000	1375	0	0	1.0427508567723007e-08
b'chr18'	3930000	4716000	1439	0	0	1.0427508567723007e-08
b'chr18'	4716000	5502000	1390	0	0	1.0427508567723007e-08
b'chr18'	5502000	6288000	1396	0	0	1.0427508567723007e-08
b'chr18'	6288000	7074000	1473	0	0	1.0427508567723007e-08
b'chr18'	7074000	7860000	1488	0	0	1.0427508567723007e-08
b'chr18'	7860000	8646000	1495	0	0	1.0427508567723007e-08
b'chr18'	8646000	9432000	1754	1.4256063512177516e-09	0	3.625958651581058e-09
b'chr18'	9432000	10000000	1520	4.032012049287745e-09	2.0255212979604396e-09	6.971498037239429e-09
b'chr19'	0	318000	1645	4.9019395107513e-10	0	3.381008738623509e-09
b'chr19'	318000	636000	1750	3.72781199777553e-10	0	3.2635959873259318e-09
b'chr19'	636000	954000	1683	7.06937206977189e-10	1.9218896294788296e-10	3.597751994525568e-09
b'chr19'	954000	1272000	1678	4.896242726017531e-10	0	3.380439060150132e-09
b'chr19'	1272000	1590000	1724	1.357403219119353e-10	7.358559610132054e-11	1.0563248889634942e-08
b'chr19'	1590000	1908000	1616	3.1145306134529576e-10	0	3.2022678488936746e-09
b'chr19'	1908000	2226000	1677	5.99912162338569e-10	8.516391830926292e-11	3.490726949886948e-09
b'chr19'	2226000	2544000	1743	7.007530134133398e-10	1.8600476938403368e-10	3.5915678009617186e-09
b'chr19'	2544000	2862000	1700	7.027942319214883e-10	1.880459878921822e-10	3.593609019469867e-09
