chrom	start	end	nSites	recombRate
b'chr6'	5005000	5720000	1524	7.71000913301258e-09
b'chr6'	5720000	6435000	1551	7.637118229053939e-09
b'chr6'	6435000	7150000	1484	5.906770314538516e-09
b'chr6'	7150000	7865000	1574	1.1528267458888965e-08
b'chr6'	7865000	8580000	1265	6.998944844733909e-09
b'chr6'	8580000	9295000	1508	8.953311445681953e-09
b'chr6'	9295000	10000000	1687	8.466234798687491e-09
b'chr7'	0	734000	1460	8.210956752317924e-09
b'chr7'	734000	1468000	1351	1.193211128685974e-08
b'chr7'	1468000	2202000	1481	7.551284602721961e-09
b'chr7'	2202000	2936000	1531	4.140248593092386e-09
b'chr7'	2936000	3670000	1661	6.034840865286239e-09
b'chr7'	3670000	4404000	1500	9.821762218354647e-09
b'chr7'	4404000	5138000	1555	1.3860618055308551e-08
b'chr7'	5138000	5872000	1430	5.716202775520789e-09
b'chr7'	5872000	6606000	1513	6.558553891922761e-09
b'chr7'	6606000	7340000	1645	1.0476082184364224e-08
b'chr7'	7340000	8074000	1532	9.733992150890415e-09
b'chr7'	8074000	8808000	1760	5.0725064592981065e-09
b'chr7'	8808000	9542000	1554	6.838624593814868e-09
b'chr7'	9542000	10000000	926	6.611870829807071e-09
b'chr8'	0	750000	1688	2.825647992577952e-09
b'chr8'	750000	1500000	1563	1.0691936772892964e-08
b'chr8'	1500000	2250000	1666	3.428510625093156e-09
b'chr8'	2250000	3000000	1471	9.209381065163375e-10
b'chr8'	3000000	3750000	1260	1.0781709174257157e-09
b'chr8'	3750000	4500000	1441	2.470434061209851e-09
b'chr8'	4500000	5250000	1535	6.2012118156309525e-09
b'chr8'	5250000	6000000	1542	5.624256359466314e-09
b'chr8'	6000000	6750000	1747	6.635250931076823e-09
b'chr8'	6750000	7500000	1648	3.9530804978258715e-09
b'chr8'	7500000	8250000	1714	2.7176512347940087e-09
b'chr8'	8250000	9000000	1711	2.23763735906348e-09
b'chr8'	9000000	9750000	1515	7.111419865176414e-09
b'chr8'	9750000	10000000	534	3.2568154317956297e-09
b'chr9'	0	585000	1311	5.625554046669974e-09
b'chr9'	585000	1170000	892	5.1469930838851676e-09
b'chr9'	1170000	1755000	1066	4.057330106196379e-09
b'chr9'	1755000	2340000	1097	7.512616318116279e-09
b'chr9'	2340000	2925000	1228	4.8074786840694676e-09
b'chr9'	2925000	3510000	1419	2.3120712068982436e-09
b'chr9'	3510000	4095000	1236	2.0479577112903645e-09
b'chr9'	4095000	4680000	1322	2.2237042964557732e-09
b'chr9'	4680000	5265000	1301	1.1118005744439866e-09
b'chr9'	5265000	5850000	970	2.3360317742706484e-10
b'chr9'	5850000	6435000	882	0
b'chr9'	6435000	7020000	1016	0
b'chr9'	7020000	7605000	1313	6.458563599741812e-10
b'chr9'	7605000	8190000	1652	7.166998363949934e-10
b'chr9'	8190000	8775000	1682	4.253162902384933e-09
b'chr9'	8775000	9360000	1743	5.3617587638333255e-09
b'chr9'	9360000	9945000	1713	4.821202191925389e-09
b'chr9'	9945000	10000000	185	6.445549551699818e-09
b'chr10'	0	751000	1373	4.639364548641368e-09
b'chr10'	751000	1502000	1502	1.0621142192580905e-08
b'chr10'	1502000	2253000	1637	5.565851121757132e-09
b'chr10'	2253000	3004000	1484	4.937165134792081e-09
b'chr10'	3004000	3755000	1323	2.4773710996227134e-09
b'chr10'	3755000	4506000	1757	5.367047304865464e-09
b'chr10'	4506000	5257000	1521	4.25414082455994e-09
b'chr10'	5257000	6008000	1676	4.433853427435094e-09
b'chr10'	6008000	6759000	1508	1.7093001575708577e-09
b'chr10'	6759000	7510000	1632	2.769273107574975e-09
b'chr10'	7510000	8261000	1583	3.1312191793764158e-09
b'chr10'	8261000	9012000	1415	5.252394467261794e-09
b'chr10'	9012000	9763000	1711	4.585072793096894e-09
b'chr10'	9763000	10000000	616	3.479598521321419e-09
b'chr11'	0	624000	1750	3.998446773201638e-09
b'chr11'	624000	1248000	1550	3.030497852123034e-09
b'chr11'	1248000	1872000	1473	3.0170351235137796e-09
b'chr11'	1872000	2496000	1328	5.65568646771953e-09
b'chr11'	2496000	3120000	1366	9.0793687185551e-09
b'chr11'	3120000	3744000	1126	7.3627955363904814e-09
b'chr11'	3744000	4368000	1298	4.3165524386718065e-09
b'chr11'	4368000	4992000	1481	4.196039829305202e-09
b'chr11'	4992000	5616000	1286	5.9675924170516434e-09
b'chr11'	5616000	6240000	1476	5.720424915704946e-09
b'chr11'	6240000	6864000	1227	4.706583503984974e-09
b'chr11'	6864000	7488000	999	3.2791399980193432e-09
b'chr11'	7488000	8112000	1519	5.959869936383935e-09
b'chr11'	8112000	8736000	1458	5.1693486952572956e-09
b'chr11'	8736000	9360000	1104	3.044185658058279e-09
b'chr11'	9360000	9984000	1132	2.0249361814847824e-09
b'chr12'	0	714000	1404	2.8733116089362724e-09
b'chr12'	714000	1428000	1365	3.9860551022126315e-09
b'chr12'	1428000	2142000	1580	4.632486496010491e-09
b'chr12'	2142000	2856000	1536	5.1318492604893566e-09
b'chr12'	2856000	3570000	1549	6.530529436450438e-09
b'chr12'	3570000	4284000	1479	7.700201970628945e-09
b'chr12'	4284000	4998000	1748	6.761508445157232e-09
b'chr12'	4998000	5712000	1402	9.738055184688952e-09
b'chr12'	5712000	6426000	1497	5.137704375480032e-09
b'chr12'	6426000	7140000	1402	3.4880676378084567e-09
b'chr12'	7140000	7854000	1520	5.840977883764483e-09
b'chr12'	7854000	8568000	1388	3.627224411054424e-09
b'chr12'	8568000	9282000	1658	1.011747191375975e-08
b'chr12'	9282000	9996000	1553	6.122175524543979e-09
b'chr13'	0	663000	1268	2.078451808318931e-09
b'chr13'	663000	1326000	1365	7.059349390000881e-09
b'chr13'	1326000	1989000	1518	7.570846150736929e-09
b'chr13'	1989000	2652000	1743	5.410383227535026e-09
b'chr13'	2652000	3315000	1403	6.277474222707236e-09
b'chr13'	3315000	3978000	1549	4.85820490431872e-09
b'chr13'	3978000	4641000	1323	7.064648796834963e-09
b'chr13'	4641000	5304000	1372	6.788132764436134e-09
b'chr13'	5304000	5967000	1384	9.76038751219977e-09
b'chr13'	5967000	6630000	1484	4.887554987628274e-09
b'chr13'	6630000	7293000	1648	7.008005371298213e-09
b'chr13'	7293000	7956000	1354	9.884589061326536e-09
b'chr13'	7956000	8619000	1358	1.1302923144619112e-08
b'chr13'	8619000	9282000	1387	1.225790295494823e-08
b'chr13'	9282000	9945000	1477	7.74224175835227e-09
b'chr13'	9945000	10000000	113	5.292473753862844e-09
b'chr14'	0	678000	1054	2.131382234105501e-09
b'chr14'	678000	1356000	1257	2.894260875085298e-09
b'chr14'	1356000	2034000	1380	5.56477377693452e-10
b'chr14'	2034000	2712000	1388	4.192252243026137e-10
b'chr14'	2712000	3390000	1442	8.797753442356784e-10
b'chr14'	3390000	4068000	1384	8.046631599080924e-10
b'chr14'	4068000	4746000	1479	7.486903095770619e-10
b'chr14'	4746000	5424000	1752	6.374244976652387e-10
b'chr14'	5424000	6102000	1362	1.3422595769148612e-09
b'chr14'	6102000	6780000	1377	1.145088734829715e-09
b'chr14'	6780000	7458000	1475	3.971181371608013e-09
b'chr14'	7458000	8136000	1311	5.048104972645568e-09
b'chr14'	8136000	8814000	1282	2.945978987826342e-09
b'chr14'	8814000	9492000	1438	1.2508331670963026e-09
b'chr14'	9492000	10000000	1045	4.3473382819227877e-10
b'chr15'	0	655000	1617	5.805584862316362e-09
b'chr15'	655000	1310000	1528	4.022028667936076e-09
b'chr15'	1310000	1965000	1254	0
b'chr15'	1965000	2620000	1401	3.207920875302737e-09
b'chr15'	2620000	3275000	1296	2.112724099909351e-09
b'chr15'	3275000	3930000	1275	5.003058462298457e-09
b'chr15'	3930000	4585000	1293	2.2200254463688442e-09
b'chr15'	4585000	5240000	1280	2.8895016538336005e-09
b'chr15'	5240000	5895000	1425	4.102960265333657e-09
b'chr15'	5895000	6550000	1369	6.766716268803496e-09
b'chr15'	6550000	7205000	1347	3.5694431808283417e-09
b'chr15'	7205000	7860000	1467	5.118316680296177e-09
b'chr15'	7860000	8515000	1398	5.221279467264968e-09
b'chr15'	8515000	9170000	1756	5.023967291581853e-10
b'chr15'	9170000	9825000	1345	2.688327539860607e-09
b'chr15'	9825000	10000000	400	5.5541439962906285e-09
b'chr16'	0	511000	1146	9.6995320361521e-09
b'chr16'	511000	1022000	1091	8.267362682469317e-09
b'chr16'	1022000	1533000	1209	2.3465344261513994e-09
b'chr16'	1533000	2044000	1214	3.7490005579614334e-09
b'chr16'	2044000	2555000	1217	2.028726794105994e-09
b'chr16'	2555000	3066000	1063	5.476214464744576e-09
b'chr16'	3066000	3577000	1336	2.1824064877795164e-09
b'chr16'	3577000	4088000	1203	7.2722414952423216e-09
b'chr16'	4088000	4599000	1278	4.290486932064338e-09
b'chr16'	4599000	5110000	1228	1.900260417716009e-09
b'chr16'	5110000	5621000	1162	9.581270898001452e-10
b'chr16'	5621000	6132000	1119	4.741664521691545e-09
b'chr16'	6132000	6643000	994	4.062182462893317e-09
b'chr16'	6643000	7154000	964	7.11678291456474e-09
b'chr16'	7154000	7665000	1050	4.0710148076167836e-09
b'chr16'	7665000	8176000	1406	1.6451919260982258e-09
b'chr16'	8176000	8687000	1694	2.710638135767537e-09
b'chr16'	8687000	9198000	1752	3.753432252897376e-09
b'chr16'	9198000	9709000	1718	3.2430888194248675e-09
b'chr16'	9709000	10000000	990	1.717702526988811e-09
b'chr17'	0	623000	1367	5.429848535589912e-09
b'chr17'	623000	1246000	1315	1.1758249840159032e-09
b'chr17'	1246000	1869000	1451	6.183245988244409e-09
b'chr17'	1869000	2492000	1338	0
b'chr17'	2492000	3115000	1386	2.494619784080917e-09
b'chr17'	3115000	3738000	1587	5.489141664543705e-09
b'chr17'	3738000	4361000	1185	4.922179641653176e-09
b'chr17'	4361000	4984000	1383	5.574742452262584e-09
b'chr17'	4984000	5607000	1101	3.518451524560159e-09
b'chr17'	5607000	6230000	1753	5.6582383789190705e-09
b'chr17'	6230000	6853000	1367	5.916499864051118e-09
b'chr17'	6853000	7476000	1499	5.294696586489207e-09
b'chr17'	7476000	8099000	1140	5.2873047366520975e-09
b'chr17'	8099000	8722000	1246	2.1552932074131125e-09
b'chr17'	8722000	9345000	1348	4.167493815339544e-09
b'chr17'	9345000	9968000	1306	5.028560499462229e-09
b'chr18'	0	641000	1335	2.3840680105825933e-09
b'chr18'	641000	1282000	1326	2.870045659323236e-09
b'chr18'	1282000	1923000	1216	1.0541730177025448e-09
b'chr18'	1923000	2564000	1427	5.515952254713083e-09
b'chr18'	2564000	3205000	1326	3.86461424290848e-09
b'chr18'	3205000	3846000	1746	5.091260833454337e-09
b'chr18'	3846000	4487000	1198	3.6674806550014293e-09
b'chr18'	4487000	5128000	1531	2.301110717251069e-09
b'chr18'	5128000	5769000	1174	2.8669597715709957e-09
b'chr18'	5769000	6410000	1252	2.7776071776664153e-09
b'chr18'	6410000	7051000	1170	3.994533532244194e-09
b'chr18'	7051000	7692000	1527	2.0545610143577874e-09
b'chr18'	7692000	8333000	1296	9.958376315772913e-10
b'chr18'	8333000	8974000	1538	2.2397142794923054e-09
b'chr18'	8974000	9615000	1449	3.1652570800963137e-09
b'chr18'	9615000	10000000	861	3.1984039850567635e-09
b'chr19'	0	700000	1389	9.632647592282644e-09
b'chr19'	700000	1400000	1402	4.244198615780709e-09
b'chr19'	1400000	2100000	1552	1.2266463654623086e-08
b'chr19'	2100000	2800000	1528	5.534186622633397e-09
b'chr19'	2800000	3500000	1473	1.3026872654046637e-08
b'chr19'	3500000	4200000	1498	1.7462353933900965e-08
b'chr19'	4200000	4900000	1527	1.4546199709641206e-08
b'chr19'	4900000	5600000	1650	9.679233941991037e-09
b'chr19'	5600000	6300000	1531	1.1824763372677625e-08
b'chr19'	6300000	7000000	1727	8.910099703606043e-09
b'chr19'	7000000	7700000	1341	7.671000904031774e-09
b'chr19'	7700000	8400000	1593	8.077931395883502e-09
b'chr19'	8400000	9100000	1743	7.83111936148613e-09
b'chr19'	9100000	9800000	1466	3.2159972706623534e-09
b'chr19'	9800000	10000000	426	6.0163907335844555e-09
b'chr20'	0	744000	1530	6.068621091274313e-09
b'chr20'	744000	1488000	1625	4.752160886369948e-09
b'chr20'	1488000	2232000	1547	1.2828668008519339e-08
b'chr20'	2232000	2976000	1722	7.185583620219982e-09
b'chr20'	2976000	3720000	1579	9.42853039824011e-09
b'chr20'	3720000	4464000	1706	6.3790275599380805e-09
b'chr20'	4464000	5208000	1201	7.957223202081898e-09
b'chr20'	5208000	5952000	1753	8.791494818609411e-09
b'chr20'	5952000	6696000	1627	2.1056273517267805e-08
b'chr20'	6696000	7440000	1447	9.38084660253532e-09
b'chr20'	7440000	8184000	1567	4.377362123125569e-09
b'chr20'	8184000	8928000	1545	3.6445289767797723e-09
b'chr20'	8928000	9672000	1552	2.7566687773193393e-09
b'chr20'	9672000	10000000	674	3.8713417265695576e-09
