chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'chr2'	5229000	5976000	1527	1.989306155441436e-08	1.3663750887120428e-08	2.9506924282544942e-08
b'chr2'	5976000	6723000	1558	1.9384303524172043e-08	1.2659005738834895e-08	2.8581258988035828e-08
b'chr2'	6723000	7470000	1639	1.939064899216828e-08	1.3161338324874348e-08	2.9004511720298862e-08
b'chr2'	7470000	8217000	1377	9.139413777995467e-09	6.002860893908926e-09	1.3900525549496202e-08
b'chr2'	8217000	8964000	1540	1.2864697801421951e-08	8.644561671981674e-09	1.9795231770362672e-08
b'chr2'	8964000	9711000	1501	1.131110825493511e-08	7.59009979802119e-09	1.712361513074814e-08
b'chr2'	9711000	10000000	542	4.295712058208198e-09	1.9024579744092188e-09	7.2056253241109275e-09
b'chr3'	0	786000	1553	3.4811391771760735e-09	1.3440275339682285e-09	6.354521287200709e-09
b'chr3'	786000	1572000	1704	4.024254643911834e-09	1.9837476361062757e-09	6.891697549252856e-09
b'chr3'	1572000	2358000	1677	0	0	1.4070187503989472e-08
b'chr3'	2358000	3144000	1417	2.834231337428148e-10	0	3.2737944620802746e-09
b'chr3'	3144000	3930000	1749	7.78427079129809e-10	0	3.3174508259357326e-09
b'chr3'	3930000	4716000	1700	7.830993739659475e-10	0	3.322123120771871e-09
b'chr3'	4716000	5502000	1589	4.801779708392311e-10	0	3.470549299176691e-09
b'chr3'	5502000	6288000	1656	6.549342157702675e-10	0	3.6453055441077273e-09
b'chr3'	6288000	7074000	1375	1.091509639586768e-09	0	3.6305333863926917e-09
b'chr3'	7074000	7860000	1627	5.851541984644763e-09	3.202255727605456e-09	9.236027987211452e-09
b'chr3'	7860000	8646000	1318	3.2717723944247953e-09	1.1370620748013725e-09	5.86533180610362e-09
b'chr3'	8646000	9432000	1647	4.216453605478657e-09	2.1759465976730986e-09	7.083896510819679e-09
b'chr3'	9432000	10000000	799	2.488847428874999e-09	6.382879898544274e-10	4.990565550425309e-09
b'chr4'	0	728000	1473	5.020531872941958e-09	2.721608643381912e-09	8.240677134492969e-09
b'chr4'	728000	1456000	1431	1.658141394160035e-09	0	3.826243092334531e-09
b'chr4'	1456000	2184000	1747	5.147261738219509e-09	2.560970690229379e-09	8.230321079377444e-09
b'chr4'	2184000	2912000	1452	8.132147546966038e-09	5.187490317801334e-09	1.2299446630556629e-08
b'chr4'	2912000	3640000	1559	1.2827686551612806e-08	8.607550422172529e-09	1.975822052055353e-08
b'chr4'	3640000	4368000	1690	7.302898978904824e-09	4.391939905117357e-09	1.121978732590459e-08
b'chr4'	4368000	5096000	1460	7.481143225748922e-09	4.531664386806112e-09	1.1617856308940445e-08
b'chr4'	5096000	5824000	1607	1.0179047598262674e-08	6.57421427752654e-09	1.5672594238074724e-08
b'chr4'	5824000	6552000	1675	2.957363733890809e-09	1.1068042948702376e-09	5.4590818554411195e-09
b'chr4'	6552000	7280000	1523	1.5557110314865224e-09	0	3.7238127296610182e-09
b'chr4'	7280000	8008000	1360	0	0	1.4070187503989472e-08
b'chr4'	8008000	8736000	1513	3.361998860447407e-10	0	3.3265712143822005e-09
b'chr4'	8736000	9464000	1419	8.421334092799527e-09	5.380048425050888e-09	1.2849531257307232e-08
b'chr4'	9464000	10000000	1211	3.751688332049948e-09	1.6145766888421026e-09	6.625070442074583e-09
b'chr5'	0	699000	1751	1.6332649167367812e-09	0	3.801366614911277e-09
b'chr5'	699000	1398000	1514	6.601404871591128e-10	0	3.6505118154965726e-09
b'chr5'	1398000	2097000	1362	5.339947356129866e-10	0	3.5243660639504464e-09
b'chr5'	2097000	2796000	1594	3.590483294401137e-09	1.453371651193292e-09	6.463865404425773e-09
b'chr5'	2796000	3495000	1412	2.5116888968197884e-09	6.61129457799217e-10	5.013407018370099e-09
b'chr5'	3495000	4194000	1347	3.456989156225681e-09	1.3198775130178358e-09	6.330371266250317e-09
b'chr5'	4194000	4893000	1321	3.992009600512779e-09	1.9515025927072206e-09	6.859452505853801e-09
b'chr5'	4893000	5592000	1514	1.728930541571121e-09	0	3.897032239745617e-09
b'chr5'	5592000	6291000	1492	2.292363340557171e-09	3.497087700157356e-10	4.686723961440333e-09
b'chr5'	6291000	6990000	1572	2.5950497770806773e-09	7.444903380601058e-10	5.096767898630988e-09
b'chr5'	6990000	7689000	1589	1.4918569878669838e-09	0	3.864038150480157e-09
b'chr5'	7689000	8388000	1375	9.528941346708734e-09	6.4534997120164226e-09	1.4707083706049843e-08
b'chr5'	8388000	9087000	1336	2.6571773280845678e-09	8.066178890639963e-10	5.158895449634878e-09
b'chr5'	9087000	9786000	1459	1.4630408811101334e-09	0	3.835222043723307e-09
b'chr5'	9786000	10000000	322	2.1303092180992697e-09	1.8765464755783413e-10	4.524669838982431e-09
b'chr6'	0	715000	1407	4.9231618694597465e-09	2.6242386398997004e-09	8.143307131010757e-09
b'chr6'	715000	1430000	1519	4.911324354369911e-09	2.612401124809865e-09	8.131469615920922e-09
b'chr6'	1430000	2145000	1749	3.0352021544888402e-09	9.004918348654174e-10	5.628761566167665e-09
b'chr6'	2145000	2860000	1500	7.526410156649766e-09	4.576931317706956e-09	1.166312323984129e-08
b'chr6'	2860000	3575000	1318	1.1186593149809373e-08	7.465584692895452e-09	1.69991000256224e-08
b'chr6'	3575000	4290000	1485	9.685257408594347e-09	6.0808756821757096e-09	1.46909314172234e-08
b'chr6'	4290000	5005000	1507	8.133033885953226e-09	5.1883766567885216e-09	1.2300332969543817e-08
b'chr6'	5005000	5720000	1524	7.242604643914717e-09	4.3316455701272505e-09	1.1159492990914482e-08
b'chr6'	5720000	6435000	1551	7.169713739956076e-09	4.258754666168609e-09	1.108660208695584e-08
b'chr6'	6435000	7150000	1484	5.368754901828741e-09	2.782463853838611e-09	8.451814242986676e-09
b'chr6'	7150000	7865000	1574	1.1211988857339834e-08	7.490980400425913e-09	1.702449573315286e-08
b'chr6'	7865000	8580000	1265	6.56777274332246e-09	3.676064181830336e-09	9.873009893963919e-09
b'chr6'	8580000	9295000	1508	8.661229268130505e-09	5.6199436003818665e-09	1.308942643263821e-08
b'chr6'	9295000	10000000	1687	8.231749696619134e-09	5.28709246745443e-09	1.2399048780209725e-08
b'chr7'	0	734000	1460	7.976471650249567e-09	5.031814421084863e-09	1.2143770733840158e-08
b'chr7'	734000	1468000	1351	1.1557702258686489e-08	7.410580856843565e-09	1.750652231746299e-08
b'chr7'	1468000	2202000	1481	7.083880113624098e-09	4.172921039836631e-09	1.1000768460623865e-08
b'chr7'	2202000	2936000	1531	3.5847042400240777e-09	1.4475925968162327e-09	6.4580863500487135e-09
b'chr7'	2936000	3670000	1661	5.496825452576464e-09	2.910534404586334e-09	8.579884793734399e-09
b'chr7'	3670000	4404000	1500	9.54631110724575e-09	6.470869472553439e-09	1.4724453466586859e-08
b'chr7'	4404000	5138000	1555	1.3569307739328196e-08	9.078109170726833e-09	2.0971197418287802e-08
b'chr7'	5138000	5872000	1430	5.178187362811015e-09	2.5918963148208843e-09	8.26124670396895e-09
b'chr7'	5872000	6606000	1513	6.104714626295312e-09	3.411210584266918e-09	9.336512233601274e-09
b'chr7'	6606000	7340000	1645	1.0216118609982513e-08	6.6112852892463795e-09	1.5709665249794564e-08
b'chr7'	7340000	8074000	1532	9.458541039781518e-09	6.383099405089207e-09	1.4636683399122627e-08
b'chr7'	8074000	8808000	1760	4.608661124526984e-09	2.2154070407280053e-09	7.518574390429715e-09
b'chr7'	8808000	9542000	1554	6.384785328187419e-09	3.691281286159025e-09	9.61658293549338e-09
b'chr7'	9542000	10000000	926	6.1580315641796225e-09	3.4645275221512283e-09	9.389829171485584e-09
b'chr8'	0	750000	1688	2.3281382173307706e-09	3.85483646789335e-10	4.722498838213932e-09
b'chr8'	750000	1500000	1563	1.0431973198511254e-08	6.82713987777512e-09	1.5925519838323306e-08
b'chr8'	1500000	2250000	1666	2.9364036019398434e-09	1.085844162919272e-09	5.438121723490154e-09
b'chr8'	2250000	3000000	1471	4.736336535537934e-10	0	3.4640049818912532e-09
b'chr8'	3000000	3750000	1260	6.308664644631716e-10	0	3.6212377928006314e-09
b'chr8'	3750000	4500000	1441	1.910875290617166e-09	0	4.078976988791662e-09
b'chr8'	4500000	5250000	1535	5.8017672981943655e-09	3.1524810411550584e-09	9.186253300761054e-09
b'chr8'	5250000	6000000	1542	5.19472309617188e-09	2.8957998666118338e-09	8.41486835772289e-09
b'chr8'	6000000	6750000	1747	6.1814116654493745e-09	3.4879076234209803e-09	9.413209272755336e-09
b'chr8'	6750000	7500000	1648	3.3399164951911043e-09	1.2052061755676815e-09	5.933475906869929e-09
b'chr8'	7500000	8250000	1714	2.2201414595468275e-09	2.7748688900539187e-10	4.614502080429989e-09
b'chr8'	8250000	9000000	1711	1.6780785884707953e-09	0	3.846180286645291e-09
b'chr8'	9000000	9750000	1515	6.680247763764965e-09	3.788539202272841e-09	9.985484914406425e-09
b'chr8'	9750000	10000000	534	2.7647084086423172e-09	9.141489696217458e-10	5.266426530192628e-09
b'chr9'	0	585000	1311	5.19602078337554e-09	2.8970975538154937e-09	8.41616604492655e-09
b'chr9'	585000	1170000	892	4.683147749114045e-09	2.2898936653150664e-09	7.593061015016776e-09
b'chr9'	1170000	1755000	1066	3.501785753128071e-09	1.3646741099202258e-09	6.375167863152707e-09
b'chr9'	1755000	2340000	1097	7.045211829018416e-09	4.134252755230949e-09	1.0962100176018182e-08
b'chr9'	2340000	2925000	1228	4.343633349298345e-09	1.9503792654993664e-09	7.253546615201075e-09
b'chr9'	2925000	3510000	1419	1.7525124363055588e-09	0	3.920614134480055e-09
b'chr9'	3510000	4095000	1236	1.5273322789584017e-09	0	3.899513441571575e-09
b'chr9'	4095000	4680000	1322	1.6641455258630884e-09	0	3.832247224037584e-09
b'chr9'	4680000	5265000	1301	6.644961214814424e-10	0	3.6548674498189023e-09
b'chr9'	5265000	5850000	970	0	0	1.4070187503989472e-08
b'chr9'	5850000	6435000	882	0	0	1.4070187503989472e-08
b'chr9'	6435000	7020000	1016	0	0	1.4070187503989472e-08
b'chr9'	7020000	7605000	1313	1.45138670440878e-10	0	1.421532617443035e-08
b'chr9'	7605000	8190000	1652	2.693953834324493e-10	0	3.259766711769909e-09
b'chr9'	8190000	8775000	1682	3.6976185493166246e-09	1.5605069061087796e-09	6.5710006593412604e-09
b'chr9'	8775000	9360000	1743	4.9322255005388915e-09	2.6333022709788454e-09	8.152370762089902e-09
b'chr9'	9360000	9945000	1713	4.357356857154267e-09	1.964102773355288e-09	7.267270123056997e-09
b'chr9'	9945000	10000000	185	6.046105034263231e-09	3.3968187772239238e-09	9.43059103682992e-09
b'chr10'	0	751000	1373	4.208560376494677e-09	2.1680533686891186e-09	7.076003281835699e-09
b'chr10'	751000	1502000	1502	1.0361178618199194e-08	6.7563452974630605e-09	1.5854725258011246e-08
b'chr10'	1502000	2253000	1637	5.136317858462698e-09	2.837394628902652e-09	8.356463120013709e-09
b'chr10'	2253000	3004000	1484	4.473319800020959e-09	2.08006571622198e-09	7.383233065923689e-09
b'chr10'	3004000	3755000	1323	1.9178123290300284e-09	3.2347658743111173e-12	4.0859140272045245e-09
b'chr10'	3755000	4506000	1757	4.93751404157103e-09	2.638590812010984e-09	8.157659303122041e-09
b'chr10'	4506000	5257000	1521	3.698596471491632e-09	1.5614848282837868e-09	6.571978581516268e-09
b'chr10'	5257000	6008000	1676	4.003049255288403e-09	1.9625422474828448e-09	6.870492160629425e-09
b'chr10'	6008000	6759000	1508	1.188674725238895e-09	0	3.5608558878520685e-09
b'chr10'	6759000	7510000	1632	2.271763332327794e-09	3.2910876178635834e-10	4.6661239532109555e-09
b'chr10'	7510000	8261000	1583	2.6391121562231034e-09	7.885527172025319e-10	5.140830277773414e-09
b'chr10'	8261000	9012000	1415	4.82286120396736e-09	2.523937974407314e-09	8.04300646551837e-09
b'chr10'	9012000	9763000	1711	4.1542686209502035e-09	2.113761613144645e-09	7.021711526291225e-09
b'chr10'	9763000	10000000	616	2.8664345186866517e-09	7.317241990632288e-10	5.459993930365476e-09
b'chr11'	0	624000	1750	3.44290242013333e-09	1.3057907769254851e-09	6.316284530157966e-09
b'chr11'	624000	1248000	1550	2.5383908289697215e-09	6.8783138994915e-10	5.040108950520032e-09
b'chr11'	1248000	1872000	1473	2.5249281003604672e-09	6.743686613398957e-10	5.026646221910778e-09
b'chr11'	1872000	2496000	1328	5.226153204425096e-09	2.92722997486505e-09	8.446298465976107e-09
b'chr11'	2496000	3120000	1366	8.80448474660035e-09	5.667931862513809e-09	1.3565596518101085e-08
b'chr11'	3120000	3744000	1126	6.9316234349790324e-09	4.039914873486909e-09	1.0236860585620492e-08
b'chr11'	3744000	4368000	1298	3.761008085603498e-09	1.6238964423956528e-09	6.634390195628133e-09
b'chr11'	4368000	4992000	1481	3.6404954762368937e-09	1.5033838330290487e-09	6.5138775862615296e-09
b'chr11'	4992000	5616000	1286	5.429577004341869e-09	2.8432859563517387e-09	8.512636345499804e-09
b'chr11'	5616000	6240000	1476	5.182409502995172e-09	2.5961184550050414e-09	8.265468844153107e-09
b'chr11'	6240000	6864000	1227	4.275779331838283e-09	2.2352723240327246e-09	7.143222237179305e-09
b'chr11'	6864000	7488000	999	2.787032974866031e-09	9.364735358454593e-10	5.288751096416341e-09
b'chr11'	7488000	8112000	1519	5.42185452367416e-09	2.83556347568403e-09	8.504913864832095e-09
b'chr11'	8112000	8736000	1458	4.705503360486173e-09	2.3122492766871944e-09	7.615416626388904e-09
b'chr11'	8736000	9360000	1104	2.5520786349049664e-09	7.015191958843949e-10	5.053796756455277e-09
b'chr11'	9360000	9984000	1132	1.5043107491528196e-09	0	3.876491911765993e-09
b'chr12'	0	714000	1404	2.3758018336890912e-09	4.331472631476556e-10	4.770162454572253e-09
b'chr12'	714000	1428000	1365	3.4305107491443232e-09	1.2933991059364782e-09	6.303892859168959e-09
b'chr12'	1428000	2142000	1580	4.2016823238638e-09	2.161175316058241e-09	7.069125229204821e-09
b'chr12'	2142000	2856000	1536	4.668003925718234e-09	2.2747498419192554e-09	7.577917191620965e-09
b'chr12'	2856000	3570000	1549	6.076690170822989e-09	3.383186128794595e-09	9.30848777812895e-09
b'chr12'	3570000	4284000	1479	7.232797481531082e-09	4.321838407743615e-09	1.1149685828530849e-08
b'chr12'	4284000	4998000	1748	6.3076691795297835e-09	3.6141651375013893e-09	9.539466786835745e-09
b'chr12'	4998000	5712000	1402	9.462604073580054e-09	6.387162438887743e-09	1.4640746432921163e-08
b'chr12'	5712000	6426000	1497	4.67385904070891e-09	2.2806049569099307e-09	7.58377230661164e-09
b'chr12'	6426000	7140000	1402	2.8749036351736896e-09	7.401933155502667e-10	5.468463046852514e-09
b'chr12'	7140000	7854000	1520	5.302962471054709e-09	2.7166714230645784e-09	8.386021812212644e-09
b'chr12'	7854000	8568000	1388	3.0140604084196568e-09	8.793500887962339e-10	5.607619820098481e-09
b'chr12'	8568000	9282000	1658	9.797743294838795e-09	6.193361568420158e-09	1.4803417303467848e-08
b'chr12'	9282000	9996000	1553	5.722731007107392e-09	3.0734447500680848e-09	9.10721700967408e-09
b'chr13'	0	663000	1268	1.5578263759869684e-09	0	3.930007538600142e-09
b'chr13'	663000	1326000	1365	6.628177288589432e-09	3.736468727097309e-09	9.933414439230892e-09
b'chr13'	1326000	1989000	1518	7.103441661639066e-09	4.192482587851599e-09	1.1020330008638831e-08
b'chr13'	1989000	2652000	1743	4.980849964240592e-09	2.681926734680546e-09	8.200995225791603e-09
b'chr13'	2652000	3315000	1403	5.8780297052706486e-09	3.2287434482313415e-09	9.262515707837337e-09
b'chr13'	3315000	3978000	1549	4.394359569547598e-09	2.001105485748619e-09	7.304272835450328e-09
b'chr13'	3978000	4641000	1323	6.633476695423514e-09	3.741768133931391e-09	9.938713846064974e-09
b'chr13'	4641000	5304000	1372	6.334293498808685e-09	3.640789456780291e-09	9.566091106114647e-09
b'chr13'	5304000	5967000	1384	9.484936401090872e-09	6.409494766398561e-09	1.4663078760431981e-08
b'chr13'	5967000	6630000	1484	4.423709652857152e-09	2.030455569058173e-09	7.333622918759882e-09
b'chr13'	6630000	7293000	1648	6.576833269886764e-09	3.6851247083946404e-09	9.882070420528224e-09
b'chr13'	7293000	7956000	1354	9.609137950217638e-09	6.533696315525327e-09	1.4787280309558747e-08
b'chr13'	7956000	8619000	1358	1.0836339478604926e-08	6.974674002325841e-09	1.6564225111072103e-08
b'chr13'	8619000	9282000	1387	1.188349392677498e-08	7.736372524932056e-09	1.7832313985551482e-08
b'chr13'	9282000	9945000	1477	7.274837269254407e-09	4.3638781954669405e-09	1.1191725616254172e-08
b'chr13'	9945000	10000000	113	4.86294049056841e-09	2.564017261008364e-09	8.08308575211942e-09
b'chr14'	0	678000	1054	1.571823463512816e-09	0	3.739925161687312e-09
b'chr14'	678000	1356000	1257	2.396751099838117e-09	4.540965292966814e-10	4.7911117207212786e-09
b'chr14'	1356000	2034000	1380	5.575968816014878e-11	0	1.4125947192149621e-08
b'chr14'	2034000	2712000	1388	0	0	1.4070187503989472e-08
b'chr14'	2712000	3390000	1442	4.324708912731343e-10	0	3.422842219610594e-09
b'chr14'	3390000	4068000	1384	3.573587069455483e-10	0	3.347730035283008e-09
b'chr14'	4068000	4746000	1479	3.013858566145178e-10	0	3.2917571849519776e-09
b'chr14'	4746000	5424000	1752	1.3670680813193552e-10	0	1.4206894312121408e-08
b'chr14'	5424000	6102000	1362	8.311820998278418e-10	0	3.3702058466337653e-09
b'chr14'	6102000	6780000	1377	6.977842818671709e-10	0	3.6881556102046307e-09
b'chr14'	6780000	7458000	1475	3.4156370185397044e-09	1.2785253753318594e-09	6.28901912856434e-09
b'chr14'	7458000	8136000	1311	4.584259637874445e-09	2.1910055540754664e-09	7.494172903777176e-09
b'chr14'	8136000	8814000	1282	2.4484692125791606e-09	5.05814642037725e-10	4.842829833462322e-09
b'chr14'	8814000	9492000	1438	7.397556900092831e-10	0	3.2787794368152067e-09
b'chr14'	9492000	10000000	1045	0	0	1.4070187503989472e-08
b'chr15'	0	655000	1617	5.267569449606588e-09	2.6812784016164573e-09	8.350628790764522e-09
b'chr15'	655000	1310000	1528	3.466484314867768e-09	1.3293726716599228e-09	6.339866424892404e-09
b'chr15'	1310000	1965000	1254	0	0	1.4070187503989472e-08
b'chr15'	1965000	2620000	1401	2.7158138521494246e-09	8.652544131288531e-10	5.217531973699735e-09
b'chr15'	2620000	3275000	1296	1.5920986675773884e-09	0	3.964279830190562e-09
b'chr15'	3275000	3930000	1275	4.539213127527334e-09	2.1459590437283555e-09	7.449126393430064e-09
b'chr15'	3930000	4585000	1293	1.6604666757761594e-09	0	3.828568373950655e-09
b'chr15'	4585000	5240000	1280	2.3919918785864193e-09	4.493373080449837e-10	4.786352499469581e-09
b'chr15'	5240000	5895000	1425	3.547415912265349e-09	1.410304269057504e-09	6.420798022289985e-09
b'chr15'	5895000	6550000	1369	6.312877003176047e-09	3.619372961147653e-09	9.544674610482009e-09
b'chr15'	6550000	7205000	1347	2.9562791781935746e-09	8.215688585701517e-10	5.549838589872399e-09
b'chr15'	7205000	7860000	1467	4.654471345525055e-09	2.261217261726076e-09	7.564384611427786e-09
b'chr15'	7860000	8515000	1398	4.791746203970534e-09	2.492822974410488e-09	8.011891465521545e-09
b'chr15'	8515000	9170000	1756	1.6790396248820733e-12	0	1.4071866543614354e-08
b'chr15'	9170000	9825000	1345	2.1908177646134258e-09	2.4816319407199017e-10	4.585178385496587e-09
b'chr15'	9825000	10000000	400	5.1246107329961945e-09	2.8256875034361484e-09	8.344755994547205e-09
b'chr16'	0	511000	1146	9.424080925043202e-09	6.348639290350891e-09	1.4602223284384311e-08
b'chr16'	511000	1022000	1091	8.03287758040096e-09	5.088220351236256e-09	1.2200176663991551e-08
b'chr16'	1022000	1533000	1209	1.7869756555587145e-09	0	3.95507735373321e-09
b'chr16'	1533000	2044000	1214	3.1358365553266663e-09	1.0011262357032434e-09	5.729395967005491e-09
b'chr16'	2044000	2555000	1217	1.5081013617740314e-09	0	3.880282524387205e-09
b'chr16'	2555000	3066000	1063	5.046681201450142e-09	2.7477579718900956e-09	8.266826463001152e-09
b'chr16'	3066000	3577000	1336	1.6228477171868315e-09	0	3.790949415361327e-09
b'chr16'	3577000	4088000	1203	6.8410693938308726e-09	3.949360832338749e-09	1.0146306544472332e-08
b'chr16'	4088000	4599000	1278	3.73494257899603e-09	1.5978309357881846e-09	6.608324689020665e-09
b'chr16'	4599000	5110000	1228	1.3796349853840464e-09	0	3.75181614799722e-09
b'chr16'	5110000	5621000	1162	5.108226368376011e-10	0	3.501193965175061e-09
b'chr16'	5621000	6132000	1119	4.277819186920423e-09	1.884565103121444e-09	7.187732452823153e-09
b'chr16'	6132000	6643000	994	3.5066381098250086e-09	1.3695264666171635e-09	6.3800202198496444e-09
b'chr16'	6643000	7154000	964	6.685610813153291e-09	3.7939022516611675e-09	9.99084796379475e-09
b'chr16'	7154000	7665000	1050	3.5154704545484753e-09	1.3783588113406303e-09	6.388852564573111e-09
b'chr16'	7665000	8176000	1406	1.124566493766263e-09	0	3.4967476563794365e-09
b'chr16'	8176000	8687000	1694	2.2131283605203557e-09	2.7047378997892005e-10	4.607488981403517e-09
b'chr16'	8687000	9198000	1752	3.1402682502626086e-09	1.0055579306391857e-09	5.733827661941433e-09
b'chr16'	9198000	9709000	1718	2.750981796271555e-09	9.004223572509836e-10	5.2526999178218654e-09
b'chr16'	9709000	10000000	990	1.1970770946568482e-09	0	3.5692582572700217e-09
b'chr17'	0	623000	1367	5.000315272295478e-09	2.7013920427354316e-09	8.220460533846488e-09
b'chr17'	623000	1246000	1315	6.647475069288837e-10	0	3.2037712537348073e-09
b'chr17'	1246000	1869000	1451	5.783801470807822e-09	3.134515213768515e-09	9.16828747337451e-09
b'chr17'	1869000	2492000	1338	0	0	1.4070187503989472e-08
b'chr17'	2492000	3115000	1386	1.935061013488232e-09	2.0483450332514797e-11	4.103162711662728e-09
b'chr17'	3115000	3738000	1587	5.0596084012492706e-09	2.7606851716892245e-09	8.279753662800281e-09
b'chr17'	3738000	4361000	1185	4.458334306882054e-09	2.0650802230830752e-09	7.368247572784784e-09
b'chr17'	4361000	4984000	1383	5.14520918896815e-09	2.8462859594081038e-09	8.36535445051916e-09
b'chr17'	4984000	5607000	1101	2.905287521925392e-09	7.705772023019692e-10	5.498846933604217e-09
b'chr17'	5607000	6230000	1753	5.2287051156246364e-09	2.9297818860645904e-09	8.448850377175647e-09
b'chr17'	6230000	6853000	1367	5.378484451341344e-09	2.7921934033512134e-09	8.461543792499279e-09
b'chr17'	6853000	7476000	1499	4.865163323194773e-09	2.566240093634727e-09	8.085308584745784e-09
b'chr17'	7476000	8099000	1140	4.8577714733576634e-09	2.5588482437976173e-09	8.077916734908674e-09
b'chr17'	8099000	8722000	1246	1.5957344368204277e-09	0	3.7638361349949235e-09
b'chr17'	8722000	9345000	1348	3.6119494622712355e-09	1.4748378190633905e-09	6.485331572295871e-09
b'chr17'	9345000	9968000	1306	4.5647151646911066e-09	2.1714610808921276e-09	7.474628430593837e-09
b'chr18'	0	641000	1335	1.8245092399899085e-09	0	3.992610938164404e-09
b'chr18'	641000	1282000	1326	2.372535884076055e-09	4.298813135346193e-10	4.7668965049592165e-09
b'chr18'	1282000	1923000	1216	6.068685647400007e-10	0	3.5972398930774605e-09
b'chr18'	1923000	2564000	1427	5.086418991418649e-09	2.787495761858603e-09	8.30656425296966e-09
b'chr18'	2564000	3205000	1326	3.251450240273713e-09	1.1167399206502902e-09	5.845009651952538e-09
b'chr18'	3205000	3846000	1746	4.6274154986832144e-09	2.2341614148842355e-09	7.537328764585945e-09
b'chr18'	3846000	4487000	1198	3.054316652366662e-09	9.196063327432393e-10	5.647876064045487e-09
b'chr18'	4487000	5128000	1531	1.7415519466583844e-09	0	3.90965364483288e-09
b'chr18'	5128000	5769000	1174	2.3694499963238145e-09	4.2679542578237886e-10	4.763810617206976e-09
b'chr18'	5769000	6410000	1252	2.280097402419234e-09	3.3744283187779844e-10	4.674458023302396e-09
b'chr18'	6410000	7051000	1170	3.4389891791758857e-09	1.3018775359680407e-09	6.312371289200522e-09
b'chr18'	7051000	7692000	1527	1.5339355820258246e-09	0	3.906116744638998e-09
b'chr18'	7692000	8333000	1296	5.485331786147472e-10	0	3.538904506952207e-09
b'chr18'	8333000	8974000	1538	1.6801555088996206e-09	0	3.8482572070741165e-09
b'chr18'	8974000	9615000	1449	2.6731500569430013e-09	8.225906179224298e-10	5.174868178493312e-09
b'chr18'	9615000	10000000	861	2.706296961903451e-09	8.557375228828796e-10	5.2080150834537615e-09
b'chr19'	0	700000	1389	9.357196481173747e-09	6.281754846481436e-09	1.4535338840514856e-08
b'chr19'	700000	1400000	1402	3.6886542627124005e-09	1.5515426195045555e-09	6.562036372737036e-09
b'chr19'	1400000	2100000	1552	1.1892054626449835e-08	7.744933224606912e-09	1.7840874685226335e-08
b'chr19'	2100000	2800000	1528	5.104653359338963e-09	2.805730129778917e-09	8.324798620889974e-09
b'chr19'	2800000	3500000	1473	1.2753754082924913e-08	8.533617953484636e-09	1.9684288051865636e-08
b'chr19'	3500000	4200000	1498	1.6807761508241114e-08	1.1290641480742734e-08	2.5350728153449705e-08
b'chr19'	4200000	4900000	1527	1.4390949815397588e-08	9.743528456536607e-09	2.223594868813896e-08
