chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'chr7'	6519000	8692000	1632	1.1918111168415186e-08	8.188030257602014e-09	1.780009655606091e-08
b'chr7'	8692000	10000000	936	1.080265195261588e-08	6.981677948750605e-09	1.6542760962948494e-08
b'chr8'	0	2393000	1750	2.8299527881390835e-09	1.2213212268495416e-09	4.606303543517157e-09
b'chr8'	2393000	4786000	1677	5.9695825649462404e-09	3.863947254389832e-09	9.166677553695665e-09
b'chr8'	4786000	7179000	1548	1.2059158016210857e-08	8.027575814797215e-09	1.804088930428474e-08
b'chr8'	7179000	9572000	1729	4.227151364380798e-09	2.559471192645556e-09	6.653112796120917e-09
b'chr8'	9572000	10000000	322	3.3997073455135295e-09	1.7350429391934585e-09	5.605322835760755e-09
b'chr9'	0	2124000	1518	3.741279353876507e-09	2.185188941796127e-09	5.9733048294335135e-09
b'chr9'	2124000	4248000	1537	5.353474228928921e-09	3.4214741134834454e-09	8.235419800004939e-09
b'chr9'	4248000	6372000	1438	3.554721152698182e-09	1.890056746378111e-09	5.760336642945407e-09
b'chr9'	6372000	8496000	1748	2.8982896447824258e-09	1.2896580834928839e-09	4.6746404001604995e-09
b'chr9'	8496000	10000000	1261	1.632495744736104e-09	2.027602591775233e-10	3.2060393290572614e-09
b'chr10'	0	2349000	1524	6.795810354523718e-09	4.3650763848631805e-09	1.085567750809559e-08
b'chr10'	2349000	4698000	1665	4.3612818591095e-09	2.693601687374258e-09	6.787243290849619e-09
b'chr10'	4698000	7047000	1710	2.4518974734982737e-09	8.850519312980611e-10	4.141822651070878e-09
b'chr10'	7047000	9396000	1750	1.9435436211955395e-09	5.528596088032547e-10	3.637971463675734e-09
b'chr10'	9396000	10000000	567	4.866693297216008e-09	3.039820488630275e-09	7.441759124453217e-09
b'chr11'	0	2044000	1156	5.576989711400023e-10	0	2.0765277005920845e-09
b'chr11'	2044000	4088000	1750	5.909598370988778e-09	3.80396306043237e-09	9.106693359738203e-09
b'chr11'	4088000	6132000	1477	1.8376589683419535e-09	4.469749559496687e-10	3.532086810822148e-09
b'chr11'	6132000	8176000	1430	5.322760228765761e-09	3.3907601133202855e-09	8.204705799841779e-09
b'chr11'	8176000	10000000	1390	2.447539562531727e-09	8.806940203315145e-10	4.137464740104331e-09
b'chr12'	0	2034000	1439	3.759854563031785e-09	2.2037641509514053e-09	5.991880038588792e-09
b'chr12'	2034000	4068000	1467	3.527905871261933e-09	1.863241464941862e-09	5.7335213615091585e-09
b'chr12'	4068000	6102000	1753	6.803055878227976e-09	4.372321908567439e-09	1.0862923031799848e-08
b'chr12'	6102000	8136000	1523	5.770929936181235e-09	3.778194293017523e-09	8.615839444152017e-09
b'chr12'	8136000	10000000	1415	9.158215517448754e-09	6.327851552026176e-09	1.4486028996732103e-08
b'chr13'	0	2224000	1540	2.01055919632243e-09	6.198751839301454e-10	3.7049870388026247e-09
b'chr13'	2224000	4448000	1751	2.351274847920714e-09	8.895769296615945e-10	4.0392874886977164e-09
b'chr13'	4448000	6672000	1585	5.391309020288937e-09	3.4593089048434616e-09	8.273254591364955e-09
b'chr13'	6672000	8896000	1612	5.050955676069469e-09	3.0925861872724507e-09	7.786579692272999e-09
b'chr13'	8896000	10000000	768	3.9062706578257504e-09	2.350180245745371e-09	6.138296133382757e-09
b'chr14'	0	2405000	1556	3.1524338588288153e-10	0	2.2498551011536428e-09
b'chr14'	2405000	4810000	1724	3.1985186569172867e-10	0	2.25446358096249e-09
b'chr14'	4810000	7215000	1609	9.463302023062822e-10	0	2.5180845067920328e-09
b'chr14'	7215000	9620000	1752	2.7505622029195e-09	1.1419306416299581e-09	4.526912958297574e-09
b'chr14'	9620000	10000000	316	5.858413163160219e-11	0	1.325974014440806e-08
b'chr15'	0	2340000	1750	5.737464153222833e-10	0	2.0925751447743654e-09
b'chr15'	2340000	4680000	1686	1.4562840342582512e-09	2.6548548699670453e-11	3.0298276185794085e-09
b'chr15'	4680000	7020000	1500	2.0010486185899675e-09	6.103646061976828e-10	3.695476461070162e-09
b'chr15'	7020000	9360000	1522	6.601816276412836e-10	0	2.1790103570933658e-09
b'chr15'	9360000	10000000	494	3.6440108629299195e-09	1.9793464566098484e-09	5.849626353177145e-09
b'chr16'	0	2131000	1701	2.4149724606073824e-11	0	1.958761439876835e-09
b'chr16'	2131000	4262000	1749	1.2331445155276867e-09	0	2.781842574211981e-09
b'chr16'	4262000	6393000	1434	1.6065580061616598e-09	1.7682252060307905e-10	3.180101590482817e-09
b'chr16'	6393000	8524000	1507	4.2854527872011845e-09	2.560049211631356e-09	6.76613851070609e-09
b'chr16'	8524000	10000000	1077	1.6319239620915573e-09	2.0218847653297664e-10	3.2054675464127147e-09
b'chr17'	0	2162000	1708	3.4747963149690228e-09	1.8101319086489517e-09	5.680411805216248e-09
b'chr17'	2162000	4324000	1749	7.150650347252902e-10	0	2.2338937641773723e-09
b'chr17'	4324000	6486000	1252	0	0	1.934611715270761e-09
b'chr17'	6486000	8648000	1569	1.9896527034889983e-09	5.989686910967135e-10	3.684080545969193e-09
b'chr17'	8648000	10000000	1061	3.3571607929343703e-09	1.7649315777927984e-09	5.328465889871585e-09
b'chr18'	0	1981000	1658	2.277136273941969e-09	8.154383556828496e-10	3.9651489147189715e-09
b'chr18'	1981000	3962000	1747	0	0	1.934611715270761e-09
b'chr18'	3962000	5943000	1262	1.8519579497656213e-09	4.6127393737333654e-10	3.546385792245816e-09
b'chr18'	5943000	7924000	1430	7.095216130246831e-10	0	2.2283503424767652e-09
b'chr18'	7924000	9905000	1360	3.5384054784336124e-09	1.8737410721135414e-09	5.744020968680838e-09
b'chr18'	9905000	10000000	82	3.7637632162061875e-09	2.207672804125808e-09	5.995788691763194e-09
b'chr19'	0	2373000	1529	4.3317521206191995e-10	0	2.367786927332681e-09
b'chr19'	2373000	4746000	1508	1.5880946089717278e-10	0	1.3359965473673631e-08
b'chr19'	4746000	7119000	1690	2.050539828340745e-09	6.598558159484601e-10	3.7449676708209394e-09
b'chr19'	7119000	9492000	1750	3.4206844833069055e-09	1.7560200769868344e-09	5.626299973554131e-09
b'chr19'	9492000	10000000	436	4.36144632940687e-09	2.6937661576716278e-09	6.787407761146989e-09
b'chr20'	0	2297000	1695	5.463491611939233e-09	3.5314914964937574e-09	8.345437183015249e-09
b'chr20'	2297000	4594000	1748	7.880143553344065e-09	5.193095613635089e-09	1.2166990364207727e-08
b'chr20'	4594000	6891000	1713	1.2196620414245668e-08	8.165038212832026e-09	1.8178351702319554e-08
b'chr20'	6891000	9188000	1669	1.0719720840692854e-08	6.8987468368275795e-09	1.645982985102547e-08
b'chr20'	9188000	10000000	543	6.5795066653151224e-12	0	1.3207735519441773e-08
