chrom	start	end	nSites	recombRate
b'chr16'	4686000	6248000	1266	4.5275399240581145e-09
b'chr16'	6248000	7810000	1166	2.9797499002698914e-09
b'chr16'	7810000	9372000	1111	2.193214856199469e-09
b'chr16'	9372000	10000000	374	0
b'chr17'	0	1652000	1751	7.302133316391678e-09
b'chr17'	1652000	3304000	1409	5.415027581737597e-09
b'chr17'	3304000	4956000	1573	7.022098316420248e-09
b'chr17'	4956000	6608000	1279	6.0591430074638566e-09
b'chr17'	6608000	8260000	1532	1.148663901938211e-08
b'chr17'	8260000	9912000	1579	5.424825430576706e-09
b'chr17'	9912000	10000000	88	0
b'chr18'	0	1609000	1431	3.5693407318385803e-09
b'chr18'	1609000	3218000	1378	4.997973266988422e-09
b'chr18'	3218000	4827000	1244	1.883812698086854e-09
b'chr18'	4827000	6436000	1488	2.791582151224483e-09
b'chr18'	6436000	8045000	1748	4.4524168739285886e-09
b'chr18'	8045000	9654000	1650	3.8789027724655165e-09
b'chr18'	9654000	10000000	279	4.429141466264044e-11
b'chr19'	0	1773000	1502	3.801204527275139e-09
b'chr19'	1773000	3546000	1728	4.3739130071368965e-09
b'chr19'	3546000	5319000	1749	4.2821311303690084e-09
b'chr19'	5319000	7092000	1474	5.6695062155355324e-09
b'chr19'	7092000	8865000	1726	9.104628603561254e-09
b'chr19'	8865000	10000000	823	2.9088738264432462e-09
b'chr20'	0	1611000	1740	2.7101709062839214e-09
b'chr20'	1611000	3222000	1598	4.489230210916599e-09
b'chr20'	3222000	4833000	1347	1.3572171294201954e-09
b'chr20'	4833000	6444000	1450	5.116658869370929e-09
b'chr20'	6444000	8055000	1747	3.3335419638406845e-09
b'chr20'	8055000	9666000	1382	2.7115539676457153e-09
b'chr20'	9666000	10000000	252	0
