chrom	start	end	nSites	recombRate
b'chr7'	6676000	8345000	1755	1.0993552807783623e-08
b'chr7'	8345000	10000000	1619	9.177448103678544e-09
b'chr8'	0	1750000	1693	7.830504667547556e-09
b'chr8'	1750000	3500000	1672	9.46271343502884e-09
b'chr8'	3500000	5250000	1615	9.284398639960973e-09
b'chr8'	5250000	7000000	1749	1.149060736547799e-08
b'chr8'	7000000	8750000	1645	1.303307159405598e-08
b'chr8'	8750000	10000000	956	5.046770031263816e-09
b'chr9'	0	1628000	1462	1.5501747646186282e-08
b'chr9'	1628000	3256000	1635	1.1514571115537904e-08
b'chr9'	3256000	4884000	1394	9.473344846102836e-09
b'chr9'	4884000	6512000	1751	9.228520477332601e-09
b'chr9'	6512000	8140000	1554	1.104888457579993e-08
b'chr9'	8140000	9768000	1651	1.336720975029528e-08
b'chr9'	9768000	10000000	244	1.0342022248358944e-08
b'chr10'	0	1531000	1311	9.146834482828587e-09
b'chr10'	1531000	3062000	1087	9.26392902135493e-09
b'chr10'	3062000	4593000	1757	6.6785899582612254e-09
b'chr10'	4593000	6124000	1170	9.060983781664983e-09
b'chr10'	6124000	7655000	1711	1.0120092900414509e-08
b'chr10'	7655000	9186000	1230	9.95144789294855e-09
b'chr10'	9186000	10000000	690	4.557501596791403e-09
b'chr11'	0	1658000	1413	1.7058987425087038e-08
b'chr11'	1658000	3316000	1750	1.8888244018252884e-08
b'chr11'	3316000	4974000	1534	1.471981659762549e-08
b'chr11'	4974000	6632000	1371	1.779858375701458e-08
b'chr11'	6632000	8290000	1622	1.3740093804011293e-08
b'chr11'	8290000	9948000	1692	1.966392567843816e-08
b'chr12'	0	1738000	1535	7.386392953699121e-09
b'chr12'	1738000	3476000	1503	7.861562234019818e-09
b'chr12'	3476000	5214000	1424	9.589810720373819e-09
b'chr12'	5214000	6952000	1703	1.0810812526809499e-08
b'chr12'	6952000	8690000	1751	8.785468955302468e-09
b'chr12'	8690000	10000000	1362	1.1150149193150536e-08
b'chr13'	0	1697000	1750	1.3786216028750913e-08
b'chr13'	1697000	3394000	1535	1.1095318804281098e-08
b'chr13'	3394000	5091000	1518	1.2619332901157306e-08
b'chr13'	5091000	6788000	1633	1.5189293749984682e-08
b'chr13'	6788000	8485000	1560	1.2646455495068233e-08
b'chr13'	8485000	10000000	1602	1.3862878142113011e-08
b'chr14'	0	1526000	1429	8.208375348227391e-09
b'chr14'	1526000	3052000	1520	7.810657504167192e-09
b'chr14'	3052000	4578000	1291	9.267798799104598e-09
b'chr14'	4578000	6104000	1745	1.0924762191801615e-08
b'chr14'	6104000	7630000	1351	1.0055528305260208e-08
b'chr14'	7630000	9156000	1371	8.572669985506268e-09
b'chr14'	9156000	10000000	935	5.658669906482009e-09
b'chr15'	0	1581000	1750	1.4577167245183071e-08
b'chr15'	1581000	3162000	1411	1.052707772127596e-08
b'chr15'	3162000	4743000	1645	1.4818356227074156e-08
b'chr15'	4743000	6324000	1517	1.2994127007629424e-08
b'chr15'	6324000	7905000	1677	1.3062547410216606e-08
b'chr15'	7905000	9486000	1588	7.662201156714139e-09
b'chr15'	9486000	10000000	589	8.237913254684842e-09
b'chr16'	0	1290000	835	7.166362016580136e-09
b'chr16'	1290000	2580000	1276	7.700591587241528e-09
b'chr16'	2580000	3870000	1669	1.2042564492011855e-08
b'chr16'	3870000	5160000	1753	1.1655011605670746e-08
b'chr16'	5160000	6450000	1281	7.36089402105019e-09
b'chr16'	6450000	7740000	1691	1.0415422292751555e-08
b'chr16'	7740000	9030000	1223	1.1209788475509132e-08
b'chr16'	9030000	10000000	920	6.949306756936527e-09
b'chr17'	0	1638000	1431	1.2958297025717389e-08
b'chr17'	1638000	3276000	1748	1.4704420532398825e-08
b'chr17'	3276000	4914000	1452	1.357109798636827e-08
b'chr17'	4914000	6552000	1692	8.242874269401224e-09
b'chr17'	6552000	8190000	1472	2.3388546112752006e-08
b'chr17'	8190000	9828000	1596	1.361606688384435e-08
b'chr17'	9828000	10000000	107	8.361488467942379e-09
b'chr18'	0	1802000	1650	9.448449741590534e-09
b'chr18'	1802000	3604000	1718	8.534349406562807e-09
b'chr18'	3604000	5406000	1444	1.2361114879233036e-08
b'chr18'	5406000	7208000	1749	7.1990556623737576e-09
b'chr18'	7208000	9010000	1748	8.589510426262843e-09
b'chr18'	9010000	10000000	1148	5.5745608381443694e-09
b'chr19'	0	1611000	1370	9.11065912364046e-09
b'chr19'	1611000	3222000	1636	1.1953740441759005e-08
b'chr19'	3222000	4833000	1403	7.473684149749085e-09
b'chr19'	4833000	6444000	1369	1.3152095588556186e-08
b'chr19'	6444000	8055000	1646	1.043835223936932e-08
b'chr19'	8055000	9666000	1745	1.3597321047103933e-08
b'chr19'	9666000	10000000	437	9.756435464806808e-09
b'chr20'	0	1895000	1750	1.0927485627446137e-08
b'chr20'	1895000	3790000	1498	1.0111833338679258e-08
b'chr20'	3790000	5685000	1484	1.2321664256887348e-08
b'chr20'	5685000	7580000	1369	5.8120065512655704e-09
b'chr20'	7580000	9475000	1396	1.234978805683459e-08
b'chr20'	9475000	10000000	549	8.634246485125827e-09
