chrom	start	end	nSites	recombRate
b'chr8'	6579000	7310000	1673	1.2207729338340727e-08
b'chr8'	7310000	8041000	1577	1.1506576213692874e-08
b'chr8'	8041000	8772000	1641	1.0150264127899583e-08
b'chr8'	8772000	9503000	1453	4.678953321897494e-09
b'chr8'	9503000	10000000	1133	5.537514662543259e-09
b'chr9'	0	729000	1438	9.18136134463599e-09
b'chr9'	729000	1458000	1511	1.577941234907639e-08
b'chr9'	1458000	2187000	1619	1.440565366600376e-08
b'chr9'	2187000	2916000	1518	6.189563675946434e-09
b'chr9'	2916000	3645000	1634	1.3592498959426699e-08
b'chr9'	3645000	4374000	1443	8.401758682206168e-09
b'chr9'	4374000	5103000	1753	1.7151934659113472e-08
b'chr9'	5103000	5832000	1628	1.2269492108850765e-08
b'chr9'	5832000	6561000	1691	8.054981269919268e-09
b'chr9'	6561000	7290000	1481	1.64553851419109e-08
b'chr9'	7290000	8019000	1490	1.0184502269826746e-08
b'chr9'	8019000	8748000	1610	1.0068008454922193e-08
b'chr9'	8748000	9477000	1604	1.0946936965184238e-08
b'chr9'	9477000	10000000	1119	1.0909845774117929e-08
b'chr10'	0	729000	1585	9.70391483497929e-09
b'chr10'	729000	1458000	1458	8.933768524756035e-09
b'chr10'	1458000	2187000	1667	8.702319182050786e-09
b'chr10'	2187000	2916000	1554	8.922916693128306e-09
b'chr10'	2916000	3645000	1649	7.915628912238298e-09
b'chr10'	3645000	4374000	1420	9.686028172721199e-09
b'chr10'	4374000	5103000	1750	1.2224962500224727e-08
b'chr10'	5103000	5832000	1558	1.2414638267354291e-08
b'chr10'	5832000	6561000	1672	1.0238258496561098e-08
b'chr10'	6561000	7290000	1712	1.1023159013567582e-08
b'chr10'	7290000	8019000	1603	1.0808005269264263e-08
b'chr10'	8019000	8748000	1606	1.4205401592938632e-08
b'chr10'	8748000	9477000	1383	6.627042593836453e-09
b'chr10'	9477000	10000000	1093	8.57529950957684e-09
b'chr11'	0	766000	1631	1.2698117726542135e-08
b'chr11'	766000	1532000	1686	1.5600936895365486e-08
b'chr11'	1532000	2298000	1686	1.0139177905401337e-08
b'chr11'	2298000	3064000	1704	1.3624616717717262e-08
b'chr11'	3064000	3830000	1688	1.3896682428091103e-08
b'chr11'	3830000	4596000	1565	9.50368371738934e-09
b'chr11'	4596000	5362000	1665	7.609027026512529e-09
b'chr11'	5362000	6128000	1704	2.345021856128338e-08
b'chr11'	6128000	6894000	1747	1.5394513822924583e-08
b'chr11'	6894000	7660000	1642	1.0298340172284577e-08
b'chr11'	7660000	8426000	1508	1.235089248798938e-08
b'chr11'	8426000	9192000	1766	1.1317375437334025e-08
b'chr11'	9192000	9958000	1548	1.5415692047043153e-08
b'chr11'	9958000	10000000	79	1.1691649537570226e-08
b'chr12'	0	715000	1701	6.344879448941315e-09
b'chr12'	715000	1430000	1384	9.610416937632878e-09
b'chr12'	1430000	2145000	1571	9.1306925579113e-09
b'chr12'	2145000	2860000	1459	7.266204766133435e-09
b'chr12'	2860000	3575000	1500	1.0185987780178303e-08
b'chr12'	3575000	4290000	1469	5.66531512049979e-09
b'chr12'	4290000	5005000	1710	8.253924789978793e-09
b'chr12'	5005000	5720000	1416	5.841206065605321e-09
b'chr12'	5720000	6435000	1492	7.658630964646655e-09
b'chr12'	6435000	7150000	1596	8.748174418514055e-09
b'chr12'	7150000	7865000	1588	7.80909127642976e-09
b'chr12'	7865000	8580000	1559	9.94843961806734e-09
b'chr12'	8580000	9295000	1740	8.29623467049331e-09
b'chr12'	9295000	10000000	1551	6.239814905424969e-09
b'chr13'	0	746000	1468	9.063824412744763e-09
b'chr13'	746000	1492000	1522	9.297974683361934e-09
b'chr13'	1492000	2238000	1744	1.125858058301226e-08
b'chr13'	2238000	2984000	1456	9.703633100257443e-09
b'chr13'	2984000	3730000	1632	1.1431292504920309e-08
b'chr13'	3730000	4476000	1549	7.220250185195242e-09
b'chr13'	4476000	5222000	1471	8.383010517079618e-09
b'chr13'	5222000	5968000	1558	9.722988974164174e-09
b'chr13'	5968000	6714000	1655	1.7443992280872156e-08
b'chr13'	6714000	7460000	1621	1.2047173920422458e-08
b'chr13'	7460000	8206000	1386	1.287178506289259e-08
b'chr13'	8206000	8952000	1510	9.068280943799434e-09
b'chr13'	8952000	9698000	1640	6.810241566878378e-09
b'chr13'	9698000	10000000	733	7.336062559092134e-09
b'chr14'	0	739000	1512	7.205008569581932e-09
b'chr14'	739000	1478000	1643	8.206242546531426e-09
b'chr14'	1478000	2217000	1375	8.211399145682808e-09
b'chr14'	2217000	2956000	1475	6.230591391831499e-09
b'chr14'	2956000	3695000	1365	9.153478144588947e-09
b'chr14'	3695000	4434000	1673	6.955390053768034e-09
b'chr14'	4434000	5173000	1272	7.4097202782165725e-09
b'chr14'	5173000	5912000	1756	1.1297716097101558e-08
b'chr14'	5912000	6651000	1602	8.181487145186981e-09
b'chr14'	6651000	7390000	1499	1.0003355381094914e-08
b'chr14'	7390000	8129000	1546	1.0563551113888851e-08
b'chr14'	8129000	8868000	1716	1.0312099382061172e-08
b'chr14'	8868000	9607000	1430	1.0883514831491531e-08
b'chr14'	9607000	10000000	790	1.000950852951035e-08
b'chr15'	0	711000	1605	1.1981106740084973e-08
b'chr15'	711000	1422000	1554	7.441553973399157e-09
b'chr15'	1422000	2133000	1481	1.1352198780308772e-08
b'chr15'	2133000	2844000	1596	7.647554055692934e-09
b'chr15'	2844000	3555000	1452	1.0378222443665801e-08
b'chr15'	3555000	4266000	1750	7.78475343233147e-09
b'chr15'	4266000	4977000	1639	6.420181008674218e-09
b'chr15'	4977000	5688000	1344	1.0459098159796239e-08
b'chr15'	5688000	6399000	1585	5.8211214068395945e-09
b'chr15'	6399000	7110000	1639	1.0368415281282167e-08
b'chr15'	7110000	7821000	1695	1.2854132015376306e-08
b'chr15'	7821000	8532000	1552	1.0482624949392243e-08
b'chr15'	8532000	9243000	1488	1.250582174888652e-08
b'chr15'	9243000	9954000	1467	1.1519827059164208e-08
b'chr15'	9954000	10000000	89	8.767333931857075e-09
b'chr16'	0	770000	1430	9.000923837545393e-09
b'chr16'	770000	1540000	1588	9.76758610598801e-09
b'chr16'	1540000	2310000	1514	9.061225933822603e-09
b'chr16'	2310000	3080000	1740	8.357510032173265e-09
b'chr16'	3080000	3850000	1551	8.769327030385182e-09
b'chr16'	3850000	4620000	1633	7.864315938684043e-09
b'chr16'	4620000	5390000	1650	8.166411621117678e-09
b'chr16'	5390000	6160000	1757	1.1101852255764593e-08
b'chr16'	6160000	6930000	1551	1.036387182381194e-08
b'chr16'	6930000	7700000	1662	8.46197074755298e-09
b'chr16'	7700000	8470000	1656	8.780121428488347e-09
b'chr16'	8470000	9240000	1687	1.0003672817737435e-08
b'chr16'	9240000	10000000	1636	7.353469573807247e-09
b'chr17'	0	727000	1749	9.216516870698755e-09
b'chr17'	727000	1454000	1492	1.2789362522242479e-08
b'chr17'	1454000	2181000	1520	2.2598656276585237e-08
b'chr17'	2181000	2908000	1748	9.329805274029678e-09
b'chr17'	2908000	3635000	1596	8.68725918055569e-09
b'chr17'	3635000	4362000	1411	1.3039851078340648e-08
b'chr17'	4362000	5089000	1382	8.015383183118619e-09
b'chr17'	5089000	5816000	1407	9.711480537647514e-09
b'chr17'	5816000	6543000	1623	9.250295544429408e-09
b'chr17'	6543000	7270000	1556	9.933063732187144e-09
b'chr17'	7270000	7997000	1542	1.0209406687883572e-08
b'chr17'	7997000	8724000	1509	6.47136669711998e-09
b'chr17'	8724000	9451000	1416	9.3825292495793e-09
b'chr17'	9451000	10000000	1193	9.344269208675246e-09
b'chr18'	0	771000	1624	9.396480939276056e-09
b'chr18'	771000	1542000	1653	1.1633005252218265e-08
b'chr18'	1542000	2313000	1497	9.2755057571981e-09
b'chr18'	2313000	3084000	1564	9.163868955762743e-09
b'chr18'	3084000	3855000	1707	1.4002315097823406e-08
b'chr18'	3855000	4626000	1500	1.1063269345317045e-08
b'chr18'	4626000	5397000	1496	6.404698793160705e-09
b'chr18'	5397000	6168000	1498	6.605310989947425e-09
b'chr18'	6168000	6939000	1699	1.0703330342360498e-08
b'chr18'	6939000	7710000	1663	8.190788271651485e-09
b'chr18'	7710000	8481000	1426	1.013030209747009e-08
b'chr18'	8481000	9252000	1753	1.062796436394464e-08
b'chr18'	9252000	10000000	1599	7.8698466318738e-09
b'chr19'	0	717000	1750	1.2238936697654082e-08
b'chr19'	717000	1434000	1490	8.983771393047267e-09
b'chr19'	1434000	2151000	1459	6.888714388521656e-09
b'chr19'	2151000	2868000	1442	1.2523647096976496e-08
b'chr19'	2868000	3585000	1474	9.902446230693633e-09
b'chr19'	3585000	4302000	1635	9.323369614763684e-09
b'chr19'	4302000	5019000	1524	1.020863133530196e-08
b'chr19'	5019000	5736000	1416	7.751889038221577e-09
b'chr19'	5736000	6453000	1334	1.0820007323640689e-08
b'chr19'	6453000	7170000	1597	1.0960053540388686e-08
b'chr19'	7170000	7887000	1524	8.683128623559353e-09
b'chr19'	7887000	8604000	1636	7.799787045450415e-09
b'chr19'	8604000	9321000	1553	1.010863879290757e-08
b'chr19'	9321000	10000000	1485	7.183399594029136e-09
b'chr20'	0	750000	1623	1.0336023549556862e-08
b'chr20'	750000	1500000	1653	1.3751346118053547e-08
b'chr20'	1500000	2250000	1579	7.97872351961525e-09
b'chr20'	2250000	3000000	1536	8.761550220707752e-09
b'chr20'	3000000	3750000	1654	9.887701337454928e-09
b'chr20'	3750000	4500000	1663	1.8706747871601405e-08
b'chr20'	4500000	5250000	1585	8.974594447176416e-09
b'chr20'	5250000	6000000	1473	3.5325786193454456e-09
b'chr20'	6000000	6750000	1629	8.425314188564452e-09
b'chr20'	6750000	7500000	1615	1.053557633065399e-08
b'chr20'	7500000	8250000	1751	9.552472720377628e-09
b'chr20'	8250000	9000000	1633	1.4255148338755458e-08
b'chr20'	9000000	9750000	1685	1.0308322739756744e-08
b'chr20'	9750000	10000000	443	5.988780730843444e-09
