chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'chr7'	7854000	8568000	1470	9.857833285077082e-09	6.36960313590365e-09	1.5012131251291552e-08
b'chr7'	8568000	9282000	1548	1.180135979751513e-08	7.783642172255309e-09	1.7664856507905006e-08
b'chr7'	9282000	9996000	1485	1.0126074233166456e-08	6.637844083993024e-09	1.5280372199380926e-08
b'chr8'	0	731000	1537	7.400548739170816e-09	4.5296046344993355e-09	1.094587490514762e-08
b'chr8'	731000	1462000	1418	8.557018057376683e-09	5.237954766502514e-09	1.2633826881237428e-08
b'chr8'	1462000	2193000	1711	1.0784044904080808e-08	6.940952037918229e-09	1.597472110405396e-08
b'chr8'	2193000	2924000	1628	1.451232821111552e-08	9.72909269233617e-09	2.234649317231123e-08
b'chr8'	2924000	3655000	1754	7.035965382011698e-09	4.165021277340217e-09	1.0581291547988502e-08
b'chr8'	3655000	4386000	1611	6.911184978646259e-09	4.1954469886018274e-09	1.0496284773457955e-08
b'chr8'	4386000	5117000	1683	1.1347049088155273e-08	7.447683590993307e-09	1.7697776676410993e-08
b'chr8'	5117000	5848000	1630	1.0049741974506245e-08	6.5615118253328126e-09	1.5204039940720715e-08
b'chr8'	5848000	6579000	1541	8.285060766667821e-09	5.200195780987097e-09	1.2942396594774389e-08
b'chr8'	6579000	7310000	1673	1.272711816026271e-08	8.455128731390407e-09	1.9196276435997505e-08
b'chr8'	7310000	8041000	1577	1.2299566658679807e-08	8.400152489340441e-09	1.8109039472602218e-08
b'chr8'	8041000	8772000	1641	1.0824619360799043e-08	6.981526494636464e-09	1.6015295560772193e-08
b'chr8'	8772000	9503000	1453	5.275476594409007e-09	2.6391898943561142e-09	8.32369609344456e-09
b'chr8'	9503000	10000000	1133	6.210285313384434e-09	3.316078616860141e-09	9.807525619015011e-09
b'chr9'	0	729000	1438	9.997302062064601e-09	6.5090719128911685e-09	1.515160002827907e-08
b'chr9'	729000	1458000	1511	1.608779188507278e-08	1.0800335923117435e-08	2.3947042113465294e-08
b'chr9'	1458000	2187000	1619	1.4978553275190004e-08	1.0334016386769301e-08	2.2431246271258327e-08
b'chr9'	2187000	2916000	1518	6.819758568827697e-09	4.1040205787832655e-09	1.0404858363639393e-08
b'chr9'	2916000	3645000	1634	1.4076334331597794e-08	9.621258401210386e-09	2.0220388485931185e-08
b'chr9'	3645000	4374000	1443	9.106540392161963e-09	5.764567782401417e-09	1.3620468068248344e-08
b'chr9'	4374000	5103000	1753	1.7291305276460884e-08	1.170124390710708e-08	2.6204960334967602e-08
b'chr9'	5103000	5832000	1628	1.2883781425416909e-08	8.671210577711032e-09	1.937763243789592e-08
b'chr9'	5832000	6561000	1691	8.759762979875064e-09	5.417790370114517e-09	1.3273690655961444e-08
b'chr9'	6561000	7290000	1481	1.6616039253195916e-08	1.107040674443264e-08	2.4387456363032334e-08
b'chr9'	7290000	8019000	1490	1.0858857502726206e-08	7.015764636563627e-09	1.604953370269936e-08
b'chr9'	8019000	8748000	1610	1.0742363687821653e-08	6.899270821659074e-09	1.5933039887794803e-08
b'chr9'	8748000	9477000	1604	1.174033822992345e-08	7.72262060466363e-09	1.7603834940313327e-08
b'chr9'	9477000	10000000	1119	1.1703247038857142e-08	7.685529413597321e-09	1.756674374924702e-08
b'chr10'	0	729000	1585	1.0484576180165825e-08	7.149194920093557e-09	1.611990682673534e-08
b'chr10'	729000	1458000	1458	9.536387918841865e-09	6.044107764892442e-09	1.4264239673379802e-08
b'chr10'	1458000	2187000	1667	9.304938576136617e-09	5.812658422187193e-09	1.4032790330674554e-08
b'chr10'	2187000	2916000	1554	9.525536087214137e-09	6.033255933264713e-09	1.4253387841752074e-08
b'chr10'	2916000	3645000	1649	8.659522928406384e-09	5.3404596375322154e-09	1.273633175226713e-08
b'chr10'	3645000	4374000	1420	1.0466689517907733e-08	7.131308257835465e-09	1.610202016447725e-08
b'chr10'	4374000	5103000	1750	1.274435132214671e-08	8.472361893274407e-09	1.9213509597881503e-08
b'chr10'	5103000	5832000	1558	1.3028927583920435e-08	8.816356736214558e-09	1.9522778596399443e-08
b'chr10'	5832000	6561000	1672	1.0912613729460558e-08	7.069520863297979e-09	1.610328992943371e-08
b'chr10'	6561000	7290000	1712	1.1816560278306794e-08	7.798842653046974e-09	1.768005698869667e-08
b'chr10'	7290000	8019000	1603	1.1601406534003476e-08	7.583688908743655e-09	1.7464903244393354e-08
b'chr10'	8019000	8748000	1606	1.4778301202124873e-08	1.013376431370417e-08	2.2230994198193196e-08
b'chr10'	8748000	9477000	1383	7.272173945968646e-09	4.4012298412971654e-09	1.081750011194545e-08
b'chr10'	9477000	10000000	1093	9.17791890366267e-09	5.6856387497132465e-09	1.3905770658200607e-08
b'chr11'	0	766000	1631	1.3276274575494082e-08	8.650669187884826e-09	1.956697546902387e-08
b'chr11'	766000	1532000	1686	1.5909316431361877e-08	1.062186046940653e-08	2.376856665975439e-08
b'chr11'	1532000	2298000	1686	1.0813533138300797e-08	6.970440272138218e-09	1.600420933827395e-08
b'chr11'	2298000	3064000	1704	1.4108452089888357e-08	9.653376159500949e-09	2.0252506244221745e-08
b'chr11'	3064000	3830000	1688	1.4476765217479836e-08	9.693529698700486e-09	2.2310930178675543e-08
b'chr11'	3830000	4596000	1565	1.0284345062575875e-08	6.948963802503607e-09	1.591967570914539e-08
b'chr11'	4596000	5362000	1665	8.352921042680615e-09	5.0338577518064466e-09	1.2429729866541361e-08
b'chr11'	5362000	6128000	1704	2.3244804086554136e-08	1.618279737381054e-08	3.2992902503915595e-08
b'chr11'	6128000	6894000	1747	1.5998764279503066e-08	1.134743429166605e-08	2.3859982444820104e-08
b'chr11'	6894000	7660000	1642	1.0972695405184037e-08	7.1296025390214586e-09	1.616337160515719e-08
b'chr11'	7660000	8426000	1508	1.2965181804555524e-08	8.752610956849648e-09	1.9459032817034534e-08
b'chr11'	8426000	9192000	1766	1.2110365882320958e-08	8.210951712981592e-09	1.7919838696243367e-08
b'chr11'	9192000	9958000	1548	1.6019942503621635e-08	1.1368612515784619e-08	2.3881160668938674e-08
b'chr11'	9958000	10000000	79	1.248463998255716e-08	8.585225813217793e-09	1.829411279647957e-08
b'chr12'	0	715000	1701	6.990010801073508e-09	4.1190666964020275e-09	1.0535336967050312e-08
b'chr12'	715000	1430000	1384	1.0391078282819413e-08	7.055697022747145e-09	1.6026408929388927e-08
b'chr12'	1430000	2145000	1571	9.946633275339911e-09	6.458403126166479e-09	1.510093124155438e-08
b'chr12'	2145000	2860000	1459	8.06272783179402e-09	4.977862846113296e-09	1.2720063659900588e-08
b'chr12'	2860000	3575000	1500	1.0860343013077763e-08	7.017250146915184e-09	1.6051019213050914e-08
b'chr12'	3575000	4290000	1469	6.338085771340965e-09	3.443879074816672e-09	9.935326076971542e-09
b'chr12'	4290000	5005000	1710	8.958706499934588e-09	5.616733890174042e-09	1.3472634176020969e-08
b'chr12'	5005000	5720000	1416	6.513976716446496e-09	3.619770019922203e-09	1.0111217022077073e-08
b'chr12'	5720000	6435000	1492	8.402524980814742e-09	5.083461689940573e-09	1.2479333804675487e-08
b'chr12'	6435000	7150000	1596	9.350793812599886e-09	5.858513658650462e-09	1.4078645567137823e-08
b'chr12'	7150000	7865000	1588	8.552985292597846e-09	5.233922001723677e-09	1.2629794116458591e-08
b'chr12'	7865000	8580000	1559	1.06227948509668e-08	6.779701984804222e-09	1.581347105093995e-08
b'chr12'	8580000	9295000	1740	9.001016380449106e-09	5.659043770688559e-09	1.3514944056535486e-08
b'chr12'	9295000	10000000	1551	6.870009798306231e-09	4.1542718082618e-09	1.0455109593117927e-08
b'chr13'	0	746000	1468	9.879765130173374e-09	6.391534980999942e-09	1.5034063096387844e-08
b'chr13'	746000	1492000	1522	1.0113915400790545e-08	6.625685251617112e-09	1.5268213367005016e-08
b'chr13'	1492000	2238000	1744	1.2051571027999193e-08	8.152156858659827e-09	1.7861043841921604e-08
b'chr13'	2238000	2984000	1456	1.0484294445443977e-08	7.148913185371709e-09	1.611962509201349e-08
b'chr13'	2984000	3730000	1632	1.2224282949907242e-08	8.324868780567876e-09	1.8033755763829654e-08
b'chr13'	3730000	4476000	1549	8.016773250855827e-09	4.931908265175103e-09	1.2674109078962395e-08
b'chr13'	4476000	5222000	1471	9.087792227035414e-09	5.745819617274867e-09	1.3601719903121795e-08
b'chr13'	5222000	5968000	1558	1.0503650319350708e-08	7.16826905927844e-09	1.6138980965920222e-08
b'chr13'	5968000	6714000	1655	1.7583362898219567e-08	1.1993301528865763e-08	2.6497017956726286e-08
b'chr13'	6714000	7460000	1621	1.2566562742344441e-08	8.294573313472139e-09	1.9035721018079236e-08
b'chr13'	7460000	8206000	1386	1.3449941911844538e-08	8.824336524235282e-09	1.9740642805374328e-08
b'chr13'	8206000	8952000	1510	9.884221661228045e-09	6.395991512054613e-09	1.5038519627442516e-08
b'chr13'	8952000	9698000	1640	7.457087066127425e-09	4.4426509431884796e-09	1.1582807942174436e-08
b'chr13'	9698000	10000000	733	8.132585624752719e-09	5.047720639071995e-09	1.2789921452859287e-08
b'chr14'	0	739000	1512	8.001531635242517e-09	4.916666649561793e-09	1.2658867463349085e-08
b'chr14'	739000	1478000	1643	8.911024256487222e-09	5.569051646726675e-09	1.3424951932573602e-08
b'chr14'	1478000	2217000	1375	8.916180855638603e-09	5.574208245878057e-09	1.3430108531724984e-08
b'chr14'	2217000	2956000	1475	6.860786284712762e-09	4.14504829466833e-09	1.0445886079524457e-08
b'chr14'	2956000	3695000	1365	9.969418862017558e-09	6.4811887128441256e-09	1.5123716828232028e-08
b'chr14'	3695000	4434000	1673	7.60223555301708e-09	4.587799430078135e-09	1.1727956429064091e-08
b'chr14'	4434000	5173000	1272	8.206243343877158e-09	5.121378358196433e-09	1.2863579171983725e-08
b'chr14'	5173000	5912000	1756	1.2090706542088491e-08	8.191292372749125e-09	1.79001793560109e-08
b'chr14'	5912000	6651000	1602	8.886268855142777e-09	5.54429624538223e-09	1.3400196531229157e-08
b'chr14'	6651000	7390000	1499	1.0677710613994374e-08	6.834617747831795e-09	1.5868386813967525e-08
b'chr14'	7390000	8129000	1546	1.1317422703024846e-08	7.41805720586288e-09	1.7668150291280566e-08
b'chr14'	8129000	8868000	1716	1.1065970971197168e-08	7.1666054740352015e-09	1.7416698559452886e-08
b'chr14'	8868000	9607000	1430	1.1676916096230744e-08	7.659198470970923e-09	1.754041280662062e-08
b'chr14'	9607000	10000000	790	1.068386376240981e-08	6.840770896247232e-09	1.5874539962382963e-08
b'chr15'	0	711000	1605	1.2500495562006956e-08	8.228506133134654e-09	1.8969653837741753e-08
b'chr15'	711000	1422000	1554	8.238077039059742e-09	5.1532120533790176e-09	1.289541286716631e-08
b'chr15'	1422000	2133000	1481	1.2145189225295706e-08	8.245775055956339e-09	1.7954662039218118e-08
b'chr15'	2133000	2844000	1596	8.39144807186102e-09	5.072384780986852e-09	1.2468256895721766e-08
b'chr15'	2844000	3555000	1452	1.1132094032801796e-08	7.23272853563983e-09	1.7482821621057518e-08
b'chr15'	3555000	4266000	1750	8.528647448499556e-09	5.2095841576253874e-09	1.2605456272360302e-08
b'chr15'	4266000	4977000	1639	7.065312360806411e-09	4.194368256134931e-09	1.0610638526783215e-08
b'chr15'	4977000	5688000	1344	1.1212969748932234e-08	7.313604251770268e-09	1.7563697337187955e-08
b'chr15'	5688000	6399000	1585	6.4938920576807695e-09	3.5996853611564767e-09	1.0091132363311347e-08
b'chr15'	6399000	7110000	1639	1.1122286870418163e-08	7.222921373256196e-09	1.7473014458673885e-08
b'chr15'	7110000	7821000	1695	1.3432288864328253e-08	8.806683476718997e-09	1.9722989757858044e-08
b'chr15'	7821000	8532000	1552	1.1236496538528238e-08	7.337131041366272e-09	1.758722412678396e-08
b'chr15'	8532000	9243000	1488	1.3120111065452664e-08	8.907540217746788e-09	1.9613962077931674e-08
b'chr15'	9243000	9954000	1467	1.2312817504151142e-08	8.413403334811775e-09	1.8122290318073552e-08
b'chr15'	9954000	10000000	89	9.369953325942906e-09	5.877673171993482e-09	1.4097805080480843e-08
b'chr16'	0	770000	1430	9.816864554974004e-09	6.328634405800572e-09	1.4971162521188472e-08
b'chr16'	770000	1540000	1588	1.0548247451174545e-08	7.212866191102277e-09	1.618357809774406e-08
b'chr16'	1540000	2310000	1514	9.877166651251214e-09	6.3889365020777815e-09	1.5031464617465684e-08
b'chr16'	2310000	3080000	1740	9.06229174212906e-09	5.720319132368514e-09	1.3576219418215441e-08
b'chr16'	3080000	3850000	1551	9.371946424471012e-09	5.879666270521589e-09	1.409979817900895e-08
b'chr16'	3850000	4620000	1633	8.608209954852129e-09	5.28914666397796e-09	1.2685018778712874e-08
b'chr16'	4620000	5390000	1650	8.871193331073474e-09	5.5292207213129275e-09	1.3385121007159855e-08
b'chr16'	5390000	6160000	1757	1.1895253520503805e-08	7.877535895243985e-09	1.7758750230893684e-08
b'chr16'	6160000	6930000	1551	1.1117743412947936e-08	7.21837791578597e-09	1.7468471001203656e-08
b'chr16'	6930000	7700000	1662	9.166752457508775e-09	5.8247798477482284e-09	1.3680680133595156e-08
b'chr16'	7700000	8470000	1656	9.382740822574178e-09	5.8904606686247546e-09	1.4110592577112115e-08
b'chr16'	8470000	9240000	1687	1.0678028050636896e-08	6.834935184474317e-09	1.586870425061005e-08
b'chr16'	9240000	10000000	1636	8.149992639467832e-09	5.065127653787108e-09	1.28073284675744e-08
b'chr17'	0	727000	1749	1.0032457588127366e-08	6.544227438953934e-09	1.5186755554341838e-08
b'chr17'	727000	1454000	1492	1.3367519371194426e-08	8.74191398358517e-09	1.9658220264724213e-08
b'chr17'	1454000	2181000	1520	2.2404978228727077e-08	1.533705091863776e-08	3.247809488063676e-08
b'chr17'	2181000	2908000	1748	1.0110466619216212e-08	6.775085359143944e-09	1.5745797265785726e-08
b'chr17'	2908000	3635000	1596	9.289878574641521e-09	5.797598420692098e-09	1.4017730329179458e-08
b'chr17'	3635000	4362000	1411	1.3618007927292595e-08	8.99240253968334e-09	1.9908708820822382e-08
b'chr17'	4362000	5089000	1382	8.759277199286706e-09	5.440213908412537e-09	1.2836086023147451e-08
b'chr17'	5089000	5816000	1407	1.0492141882834048e-08	7.15676062276178e-09	1.612747252940356e-08
b'chr17'	5816000	6543000	1623	1.0066236261858019e-08	6.578006112684586e-09	1.5220534228072487e-08
b'chr17'	6543000	7270000	1556	1.0607418965086604e-08	6.764326098924025e-09	1.5798095165059756e-08
b'chr17'	7270000	7997000	1542	1.0883761920783032e-08	7.0406690546204534e-09	1.6074438120756183e-08
b'chr17'	7997000	8724000	1509	7.116498049252173e-09	4.245553944580693e-09	1.0661824215228977e-08
b'chr17'	8724000	9451000	1416	1.0163190594765834e-08	6.827809334693566e-09	1.5798521241335348e-08
b'chr17'	9451000	10000000	1193	1.012493055386178e-08	6.7895492937895124e-09	1.5760261200431293e-08
b'chr18'	0	771000	1624	1.017714228446259e-08	6.841761024390322e-09	1.5812472931032104e-08
b'chr18'	771000	1542000	1653	1.2425995697205198e-08	8.526581527865832e-09	1.8235468511127607e-08
b'chr18'	1542000	2313000	1497	1.009144647462671e-08	6.603216325453278e-09	1.524574444084118e-08
b'chr18'	2313000	3084000	1564	9.979809673191354e-09	6.4915795240179214e-09	1.5134107639405822e-08
b'chr18'	3084000	3855000	1707	1.4582397887212139e-08	9.799162368432789e-09	2.2416562848407848e-08
b'chr18'	3855000	4626000	1500	1.1856670610056257e-08	7.838952984796437e-09	1.7720167320446136e-08
b'chr18'	4626000	5397000	1496	7.049830145292898e-09	4.178886040621418e-09	1.0595156311269702e-08
b'chr18'	5397000	6168000	1498	7.250442342079617e-09	4.379498237408137e-09	1.0795768508056422e-08
b'chr18'	6168000	6939000	1699	1.149673160709971e-08	7.47901398183989e-09	1.7360228317489586e-08
b'chr18'	6939000	7710000	1663	8.895569981607281e-09	5.5535973718467345e-09	1.3409497657693662e-08
b'chr18'	7710000	8481000	1426	1.080465733036955e-08	6.961564464206972e-09	1.5995333530342703e-08
b'chr18'	8481000	9252000	1753	1.1381835953080634e-08	7.482470455918668e-09	1.7732563541336355e-08
b'chr18'	9252000	10000000	1599	8.613740648041886e-09	5.294677357167717e-09	1.2690549471902631e-08
b'chr19'	0	717000	1750	1.2758325519576065e-08	8.486336090703762e-09	1.922748379531086e-08
b'chr19'	717000	1434000	1490	9.799712110475878e-09	6.311481961302445e-09	1.495401007669035e-08
b'chr19'	1434000	2151000	1459	7.535559887770703e-09	4.521123764831757e-09	1.1661280763817713e-08
b'chr19'	2151000	2868000	1442	1.313793641354264e-08	8.925365565836764e-09	1.9631787426021648e-08
b'chr19'	2868000	3585000	1474	1.0576801463593094e-08	6.733708597430515e-09	1.5767477663566247e-08
b'chr19'	3585000	4302000	1635	1.0139310332192295e-08	6.651080183018862e-09	1.5293608298406764e-08
b'chr19'	4302000	5019000	1524	1.088298656820142e-08	7.039893702038841e-09	1.607366276817457e-08
b'chr19'	5019000	5736000	1416	8.495783054389664e-09	5.176719763515495e-09	1.257259187825041e-08
b'chr19'	5736000	6453000	1334	1.1613408588379901e-08	7.595690963120081e-09	1.747690529876978e-08
b'chr19'	6453000	7170000	1597	1.1753454805127898e-08	7.735737179868078e-09	1.7616951515517777e-08
b'chr19'	7170000	7887000	1524	9.285748017645184e-09	5.7934678636957605e-09	1.401359977218312e-08
b'chr19'	7887000	8604000	1636	8.543681061618501e-09	5.2246177707443326e-09	1.2620489885479247e-08
b'chr19'	8604000	9321000	1553	1.078299402580703e-08	6.9399011596444515e-09	1.597367022578018e-08
b'chr19'	9321000	10000000	1485	7.979922659689721e-09	4.895057674008997e-09	1.2637258487796289e-08
b'chr20'	0	750000	1623	1.1089895138692857e-08	7.190529641530891e-09	1.744062272694858e-08
b'chr20'	750000	1500000	1653	1.433142890744228e-08	9.54819338866293e-09	2.216559386863799e-08
b'chr20'	1500000	2250000	1579	8.722617535783336e-09	5.403554244909167e-09	1.2799426359644081e-08
b'chr20'	2250000	3000000	1536	9.364169614793582e-09	5.871889460844159e-09	1.409202136933152e-08
